pValue	topAUC	KSstat	GSname
0.0000000680	0.4756	0.4776	EXCRETION
0.0000001471	0.4370	0.8973	RUNNE_GENDER_EFFECT_UP
0.0000184920	0.4289	0.5553	SODIUM_CHANNEL_ACTIVITY
0.0006399841	0.4060	0.5709	VOLTAGE_GATED_SODIUM_CHANNEL_ACTIVITY
0.0144082377	0.3835	0.4032	APICAL_PLASMA_MEMBRANE
0.0021285414	0.3764	0.4444	REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_ACTIVITY_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS
0.0056560718	0.3631	0.5391	REACTOME_PROSTANOID_LIGAND_RECEPTORS
0.0003341193	0.3628	0.5487	3_5_CYCLIC_NUCLEOTIDE_PHOSPHODIESTERASE_ACTIVITY
0.0000000462	0.3615	0.5191	BOQUEST_STEM_CELL_CULTURED_VS_FRESH_DN
0.0024632265	0.3562	0.5738	HAEGERSTRAND_RESPONSE_TO_IMATINIB
0.0057591051	0.3511	0.4539	LU_TUMOR_VASCULATURE_DN
0.0000014501	0.3467	0.7619	CHASSOT_SKIN_WOUND
0.0002839838	0.3441	0.4533	WEST_ADRENOCORTICAL_TUMOR_MARKERS_DN
0.0136032055	0.3433	0.4361	MCBRYAN_TERMINAL_END_BUD_UP
0.0009450633	0.3369	0.4993	CYCLIC_NUCLEOTIDE_PHOSPHODIESTERASE_ACTIVITY
0.0006662661	0.3338	0.4126	SODIUM_ION_TRANSPORT
0.0000082430	0.3308	0.5319	NIELSEN_GIST_AND_SYNOVIAL_SARCOMA_UP
0.0227659013	0.3237	0.3321	CHLORIDE_CHANNEL_ACTIVITY
0.0189245154	0.3236	0.4217	VITAMIN_BINDING
0.0113470597	0.3122	0.5356	GALIE_TUMOR_ANGIOGENESIS
0.0125033802	0.3097	0.4089	BIOCARTA_PLATELETAPP_PATHWAY
0.0000118180	0.3090	0.4273	GNF2_MYL3
0.0150321596	0.3072	0.4015	SARCOMERE
0.0211854216	0.3011	0.4538	IONOTROPIC_GLUTAMATE_RECEPTOR_ACTIVITY
0.0000005124	0.2992	0.5007	MODULE_330
0.0089421249	0.2978	0.3561	chr4p12
0.0055789210	0.2962	0.5142	chr6q26
0.0146943812	0.2859	0.4328	MODULE_190
0.0204345067	0.2841	0.4027	BIOCARTA_ACE2_PATHWAY
0.0000262660	0.2840	0.4071	GNF2_MYL2
0.0071946796	0.2815	0.3818	INORGANIC_ANION_TRANSPORT
0.0000259178	0.2733	0.3705	BROWNE_HCMV_INFECTION_2HR_UP
0.0000010550	0.2726	0.4813	PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_DN
0.0004928096	0.2709	0.5571	REACTOME_GABA_A_RECEPTOR_ACTIVATION
0.0000045351	0.2687	0.3672	RICKMAN_HEAD_AND_NECK_CANCER_B
0.0000213025	0.2669	0.5379	NIELSEN_LIPOSARCOMA_UP
0.0000000000	0.2668	0.4380	NAKAYAMA_SOFT_TISSUE_TUMORS_PCA2_DN
0.0057475067	0.2649	0.4713	MALIK_REPRESSED_BY_ESTROGEN
0.0000001809	0.2642	0.4577	UZONYI_RESPONSE_TO_LEUKOTRIENE_AND_THROMBIN
0.0000126222	0.2640	0.3917	MODULE_512
0.0001301518	0.2629	0.4959	NIELSEN_SCHWANNOMA_DN
0.0001717873	0.2571	0.3781	CUI_TCF21_TARGETS_DN
0.0042986945	0.2552	0.3407	REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE
0.0084694490	0.2543	0.3279	LA_MEN1_TARGETS
0.0000000000	0.2531	0.5270	WONG_ENDMETRIUM_CANCER_DN
0.0019896295	0.2526	0.3612	REGULATION_OF_HEART_CONTRACTION
0.0000500290	0.2523	0.5058	HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_2_DN
0.0006074420	0.2503	0.3577	RORIE_TARGETS_OF_EWSR1_FLI1_FUSION_DN
0.0000037160	0.2444	0.3589	MODULE_201
0.0024795381	0.2428	0.5736	MILICIC_FAMILIAL_ADENOMATOUS_POLYPOSIS_DN
