pValue	topAUC	KSstat	GSname
0.0000000001	0.9857	0.9954	NIKOLSKY_BREAST_CANCER_7P15_AMPLICON
0.0000005226	0.4299	0.4260	VALK_AML_WITH_FLT3_ITD
0.0012854322	0.3185	0.3257	VALK_AML_CLUSTER_6
0.0000000000	0.2971	0.6981	REACTOME_BETA_DEFENSINS
0.0000000000	0.2689	0.6165	REACTOME_DEFENSINS
0.0000000906	0.2486	0.4613	GNF2_TPT1
0.0000000216	0.2429	0.5302	MIPS_40S_RIBOSOMAL_SUBUNIT_CYTOPLASMIC
0.0000002155	0.2414	0.5207	MODULE_29
0.0022601511	0.2333	0.2125	chr7p15
0.0000000000	0.2197	0.3890	MIPS_RIBOSOME_CYTOPLASMIC
0.0000003256	0.2183	0.4000	MIPS_60S_RIBOSOMAL_SUBUNIT_CYTOPLASMIC
0.0000000000	0.2165	0.3840	KEGG_RIBOSOME
0.0000000000	0.2153	0.3826	REACTOME_PEPTIDE_CHAIN_ELONGATION
0.0000223336	0.2149	0.2013	ALCALAY_AML_BY_NPM1_LOCALIZATION_UP
0.0047851712	0.2099	0.3377	MIPS_TRBP_CONTAINING_COMPLEX_1
0.0113956775	0.2091	0.3993	chr13q21
0.0000000000	0.2056	0.3774	REACTOME_NONSENSE_MEDIATED_DECAY_ENHANCED_BY_THE_EXON_JUNCTION_COMPLEX
0.0000000000	0.2023	0.5664	GNF2_ST13
0.0001672412	0.1984	0.3786	GNF2_GLTSCR2
0.0000000107	0.1882	0.3404	STRUCTURAL_CONSTITUENT_OF_RIBOSOME
0.0063153799	0.1846	0.3968	FEMALE_GAMETE_GENERATION
0.0000000000	0.1834	0.3587	REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION
0.0000000000	0.1822	0.3951	REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION
0.0128814126	0.1821	0.2662	chr2p16
0.0001075726	0.1760	0.4290	GNF2_MBD4
0.0000017810	0.1744	0.3239	MORF_JUND
0.0000000000	0.1698	0.3481	REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE
0.0000000003	0.1684	0.4723	REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX
0.0000000001	0.1679	0.4096	GCM_TPT1
0.0000000001	0.1667	0.3409	MORF_TPT1
0.0204610942	0.1661	0.3887	VISALA_RESPONSE_TO_HEAT_SHOCK_AND_AGING_DN
0.0080634160	0.1598	0.3006	VALK_AML_CLUSTER_2
0.0000000001	0.1588	0.4544	REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S
0.0000000000	0.1506	0.4325	GNF2_EIF3S6
0.0086121820	0.1496	0.4098	MIPS_12S_U11_SNRNP
0.0000000024	0.1479	0.5994	chryp11
0.0000000000	0.1476	0.4750	GNF2_DAP3
0.0047650078	0.1472	0.2514	TCTAGAG,MIR-517
0.0000004660	0.1471	0.4627	REACTOME_MRNA_3_END_PROCESSING
0.0000000000	0.1459	0.5428	chr11q11
0.0000000000	0.1431	0.3098	REACTOME_INFLUENZA_LIFE_CYCLE
0.0000000000	0.1429	0.3629	REACTOME_TRANSLATION
0.0099467570	0.1418	0.3811	REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI
0.0174934940	0.1414	0.4863	MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_25
0.0000000000	0.1380	0.3708	MIPS_NOP56P_ASSOCIATED_PRE_RRNA_COMPLEX
0.0225303904	0.1373	0.4138	PARK_TRETINOIN_RESPONSE
0.0097859229	0.1351	0.4499	WEBER_METHYLATED_LCP_IN_FIBROBLAST_UP
0.0000000000	0.1343	0.3218	MORF_ACTG1
0.0048791932	0.1333	0.5197	MIPS_TRAP_SMCC_MEDIATOR_COMPLEX
0.0000009786	0.1332	0.4004	REACTOME_CLEAVAGE_OF_GROWING_TRANSCRIPT_IN_THE_TERMINATION_REGION_
