pValue	topAUC	KSstat	GSname
0.0003704824	0.4661	0.5886	ORGANELLAR_SMALL_RIBOSOMAL_SUBUNIT
0.0003704824	0.4661	0.5886	MITOCHONDRIAL_SMALL_RIBOSOMAL_SUBUNIT
0.0003704824	0.4661	0.5886	SMALL_RIBOSOMAL_SUBUNIT
0.0001571165	0.4029	0.6149	BIOCARTA_ETC_PATHWAY
0.0033256161	0.3611	0.5923	BIOCARTA_KREB_PATHWAY
0.0000301389	0.3408	0.4936	MODULE_4
0.0000000000	0.3311	0.6574	REACTOME_BETA_DEFENSINS
0.0000006793	0.3250	0.6396	MOOTHA_TCA
0.0000001746	0.3215	0.6166	REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE
0.0019390507	0.3135	0.4929	MIPS_DDB2_COMPLEX
0.0043117830	0.3135	0.4647	MIPS_CSA_COMPLEX
0.0000000569	0.3110	0.5515	chryp11
0.0000051706	0.2993	0.6162	AEROBIC_RESPIRATION
0.0001348159	0.2982	0.4325	MODULE_82
0.0076218376	0.2914	0.3529	RAHMAN_TP53_TARGETS_PHOSPHORYLATED
0.0150689741	0.2865	0.4014	VISALA_RESPONSE_TO_HEAT_SHOCK_AND_AGING_DN
0.0000108884	0.2826	0.6390	REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING
0.0000000000	0.2814	0.5633	REACTOME_DEFENSINS
0.0000000000	0.2757	0.5985	MODULE_22
0.0000166287	0.2741	0.4952	ORGANELLAR_RIBOSOME
0.0000166287	0.2741	0.4952	MITOCHONDRIAL_RIBOSOME
0.0000006870	0.2731	0.6991	MODULE_25
0.0023057035	0.2679	0.5496	COFACTOR_CATABOLIC_PROCESS
0.0000000020	0.2644	0.5920	MODULE_77
0.0000026220	0.2624	0.6500	MIPS_F1F0_ATP_SYNTHASE_MITOCHONDRIAL
0.0000000002	0.2601	0.6591	MODULE_42
0.0000003076	0.2581	0.6374	REACTOME_GLUCURONIDATION
0.0005615562	0.2564	0.4361	RIBOSOMAL_SUBUNIT
0.0000000000	0.2548	0.5816	MODULE_62
0.0149939446	0.2497	0.4704	MIPS_TFIIH_TRANSCRIPTION_FACTOR_COMPLEX
0.0000007842	0.2471	0.4783	KEGG_CITRATE_CYCLE_TCA_CYCLE
0.0000911380	0.2466	0.5327	BIOCARTA_EIF_PATHWAY
0.0023266397	0.2465	0.5492	REACTOME_COPI_MEDIATED_TRANSPORT
0.0013164486	0.2464	0.5250	CHAPERONE_BINDING
0.0027619765	0.2437	0.3749	MODULE_233
0.0062084359	0.2381	0.5097	PROTEIN_TARGETING_TO_MITOCHONDRION
0.0000034774	0.2363	0.5619	CELLULAR_RESPIRATION
0.0000000000	0.2303	0.4898	MORF_RAB5A
0.0000000000	0.2297	0.6458	chr11q11
0.0000000274	0.2297	0.4350	MITOCHONDRIAL_MATRIX
0.0000000274	0.2297	0.4350	MITOCHONDRIAL_LUMEN
0.0000211068	0.2246	0.6231	CYTOCHROME_C_OXIDASE_ACTIVITY
0.0000002174	0.2240	0.5119	MODULE_116
0.0000000000	0.2227	0.5944	REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_
0.0000000000	0.2210	0.6438	REACTOME_RESPIRATORY_ELECTRON_TRANSPORT
0.0000130958	0.2190	0.3417	MODULE_363
0.0000000000	0.2180	0.5024	MODULE_152
0.0000003910	0.2166	0.6884	NADH_DEHYDROGENASE_COMPLEX
0.0000003910	0.2166	0.6884	MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_I
0.0000003910	0.2166	0.6884	RESPIRATORY_CHAIN_COMPLEX_I
