pValue	topAUC	KSstat	GSname
0.0072982058	0.2634	0.3085	GNF2_SERPINB5
0.0000000000	0.2221	0.5913	REACTOME_BETA_DEFENSINS
0.0000000000	0.2153	0.6835	chr11q11
0.0000000006	0.1888	0.5118	REACTOME_DEFENSINS
0.0001063110	0.1873	0.3514	NIKOLSKY_BREAST_CANCER_1Q21_AMPLICON
0.0061024294	0.1871	0.4096	REACTOME_AMINO_ACID_SYNTHESIS_AND_INTERCONVERSION_TRANSAMINATION
0.0000000000	0.1814	0.4694	chr1q44
0.0013960234	0.1781	0.1715	CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_UP
0.0000000000	0.1698	0.6974	REACTOME_OLFACTORY_SIGNALING_PATHWAY
0.0000063170	0.1684	0.1557	JAEGER_METASTASIS_DN
0.0052064782	0.1593	0.1926	chrxq22
0.0000000000	0.1572	0.6535	KEGG_OLFACTORY_TRANSDUCTION
0.0000000000	0.1554	0.2862	chr14q32
0.0031253068	0.1513	0.3428	SMID_BREAST_CANCER_RELAPSE_IN_PLEURA_DN
0.0000265011	0.1501	0.5792	WEBER_METHYLATED_LCP_IN_SPERM_UP
0.0040371689	0.1470	0.3360	MODULE_68
0.0038904330	0.1470	0.3370	MODULE_298
0.0007597691	0.1462	0.4093	WEBER_METHYLATED_ICP_IN_FIBROBLAST
0.0002461882	0.1459	0.5391	WEBER_METHYLATED_ICP_IN_SPERM_DN
0.0169535609	0.1442	0.2552	GAUSSMANN_MLL_AF4_FUSION_TARGETS_G_DN
0.0100034146	0.1435	0.2728	PID_EPHA_FWDPATHWAY
0.0021175854	0.1415	0.2180	CAMPS_COLON_CANCER_COPY_NUMBER_DN
0.0011623482	0.1408	0.5292	WEBER_METHYLATED_LCP_IN_FIBROBLAST_UP
0.0017175640	0.1405	0.2229	KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
0.0000000004	0.1401	0.6265	chryp11
0.0006951451	0.1357	0.3439	chrxp21
0.0000003255	0.1346	0.4086	chryq11
0.0200686082	0.1342	0.1672	ECTODERM_DEVELOPMENT
0.0028811803	0.1316	0.3584	OSADA_ASCL1_TARGETS_DN
0.0052602831	0.1315	0.1143	COLDREN_GEFITINIB_RESISTANCE_DN
0.0143755846	0.1303	0.3402	NIELSEN_GIST_AND_SYNOVIAL_SARCOMA_UP
0.0033667565	0.1272	0.2022	chr1q22
0.0029034926	0.1272	0.3447	BACOLOD_RESISTANCE_TO_ALKYLATING_AGENTS_UP
0.0112015649	0.1241	0.2380	OHGUCHI_LIVER_HNF4A_TARGETS_UP
0.0059540717	0.1238	0.1815	RICKMAN_HEAD_AND_NECK_CANCER_E
0.0166121432	0.1205	0.3730	MODULE_173
0.0002691161	0.1198	0.4171	WEST_ADRENOCORTICAL_CARCINOMA_VS_ADENOMA_DN
0.0190862093	0.1186	0.1724	chr1q25
0.0217127952	0.1185	0.1993	BERNARD_PPAPDC1B_TARGETS_DN
0.0067279218	0.1175	0.1974	KEGG_DRUG_METABOLISM_CYTOCHROME_P450
0.0028769033	0.1172	0.2116	EPIDERMIS_DEVELOPMENT
0.0003099078	0.1166	0.2040	chrxq28
0.0200982961	0.1163	0.2148	DOANE_BREAST_CANCER_ESR1_DN
0.0019573725	0.1162	0.4470	POSITIVE_REGULATION_OF_CELL_CYCLE
0.0115594636	0.1140	0.4614	REACTOME_IL_7_SIGNALING
0.0000448508	0.1130	0.4851	VALK_AML_WITH_11Q23_REARRANGED
0.0022954140	0.1124	0.2231	GNF2_CCNA1
0.0000015892	0.1123	0.2021	SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_DN
0.0000119627	0.1122	0.3694	chr14q23
0.0000544781	0.1117	0.2202	RICKMAN_HEAD_AND_NECK_CANCER_C
