pValue	topAUC	KSstat	GSname
0.0000000077	0.4966	0.6162	GNF2_SPRR1B
0.0000055166	0.4673	0.6777	JI_CARCINOGENESIS_BY_KRAS_AND_STK11_UP
0.0000744525	0.4592	0.5538	REACTOME_XENOBIOTICS
0.0009153935	0.4382	0.6443	LIU_CDX2_TARGETS_DN
0.0000000000	0.4217	0.5362	SENGUPTA_NASOPHARYNGEAL_CARCINOMA_DN
0.0000395557	0.4044	0.4583	KEGG_ASCORBATE_AND_ALDARATE_METABOLISM
0.0000000205	0.4031	0.5152	RICKMAN_HEAD_AND_NECK_CANCER_D
0.0004673588	0.3958	0.4516	REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS
0.0000259556	0.3941	0.4340	GNF2_SERPINB5
0.0000000000	0.3896	0.4373	BOSCO_EPITHELIAL_DIFFERENTIATION_MODULE
0.0013325918	0.3850	0.4460	REACTOME_GLUCURONIDATION
0.0093740308	0.3810	0.4705	ZHOU_PANCREATIC_EXOCRINE_PROGENITOR
0.0000000003	0.3666	0.4167	KEGG_RETINOL_METABOLISM
0.0005524604	0.3563	0.3784	GNF2_CDH3
0.0011683207	0.3502	0.3610	KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS
0.0000000055	0.3494	0.3724	KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
0.0031255641	0.3467	0.4601	MODULE_106
0.0000000000	0.3378	0.4026	MODULE_357
0.0000000000	0.3360	0.4113	RICKMAN_HEAD_AND_NECK_CANCER_E
0.0000000000	0.3295	0.3901	MODULE_297
0.0000000003	0.3282	0.3834	MODULE_154
0.0105383947	0.3281	0.4866	EPITHELIAL_CELL_DIFFERENTIATION
0.0150797230	0.3231	0.4701	YANG_MUC2_TARGETS_DUODENUM_6MO_UP
0.0000000495	0.3222	0.3461	KEGG_DRUG_METABOLISM_CYTOCHROME_P450
0.0000049472	0.3218	0.4800	MODULE_68
0.0000049472	0.3218	0.4800	MODULE_298
0.0000840591	0.3161	0.4342	WONG_ENDMETRIUM_CANCER_UP
0.0004497015	0.3079	0.4642	REACTOME_GAP_JUNCTION_ASSEMBLY
0.0000005341	0.3003	0.3552	ONDER_CDH1_TARGETS_3_DN
0.0004639962	0.2981	0.3423	MODULE_153
0.0000043263	0.2898	0.3405	HUPER_BREAST_BASAL_VS_LUMINAL_UP
0.0000000365	0.2875	0.3992	KEGG_STEROID_HORMONE_BIOSYNTHESIS
0.0157848930	0.2855	0.3087	SERINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY
0.0004013606	0.2794	0.3789	KEGG_LINOLEIC_ACID_METABOLISM
0.0000326746	0.2693	0.3253	KEGG_DRUG_METABOLISM_OTHER_ENZYMES
0.0130502441	0.2675	0.3821	MODULE_505
0.0000000518	0.2631	0.2825	LIN_SILENCED_BY_TUMOR_MICROENVIRONMENT
0.0000000000	0.2610	0.2858	SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_DN
0.0072823094	0.2572	0.3627	REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS
0.0000001631	0.2555	0.3151	ECTODERM_DEVELOPMENT
0.0000009928	0.2550	0.3142	EPIDERMIS_DEVELOPMENT
0.0145943740	0.2545	0.2429	KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
0.0000000003	0.2519	0.2897	SABATES_COLORECTAL_ADENOMA_UP
0.0000000000	0.2509	0.3161	VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_DN
0.0004860192	0.2423	0.6675	NAKAMURA_LUNG_CANCER
0.0063985332	0.2414	0.4079	MORPHOGENESIS_OF_AN_EPITHELIUM
0.0000014368	0.2400	0.3146	REACTOME_PHASE1_FUNCTIONALIZATION_OF_COMPOUNDS
0.0017082088	0.2351	0.3651	KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG
0.0000097709	0.2304	0.3424	REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE
0.0059402067	0.2293	0.2393	KEGG_STARCH_AND_SUCROSE_METABOLISM
