pValue	topAUC	KSstat	GSname
0.0000000456	0.8697	0.8852	CHASSOT_SKIN_WOUND
0.0000000000	0.7874	0.7999	GESERICK_TERT_TARGETS_DN
0.0000000001	0.7712	0.7816	AMIT_DELAYED_EARLY_GENES
0.0000000000	0.7686	0.7751	NAGASHIMA_EGF_SIGNALING_UP
0.0000000000	0.7216	0.7268	UZONYI_RESPONSE_TO_LEUKOTRIENE_AND_THROMBIN
0.0000000009	0.7090	0.7257	MAHADEVAN_RESPONSE_TO_MP470_DN
0.0000039092	0.7085	0.7397	CHEN_HOXA5_TARGETS_6HR_UP
0.0000000693	0.6593	0.6652	KOBAYASHI_EGFR_SIGNALING_6HR_DN
0.0000000013	0.6590	0.6714	TIAN_TNF_SIGNALING_NOT_VIA_NFKB
0.0000000000	0.6240	0.6316	BURTON_ADIPOGENESIS_1
0.0017910070	0.6024	0.6182	STANHILL_HRAS_TRANSFROMATION_UP
0.0000000000	0.5957	0.6037	PLASARI_TGFB1_TARGETS_1HR_UP
0.0000000000	0.5896	0.5839	AMIT_EGF_RESPONSE_40_HELA
0.0000000000	0.5873	0.5931	BURTON_ADIPOGENESIS_PEAK_AT_2HR
0.0046312752	0.5356	0.5477	GUTIERREZ_WALDENSTROEMS_MACROGLOBULINEMIA_1_DN
0.0017360431	0.5308	0.5365	AMIT_EGF_RESPONSE_20_HELA
0.0054396621	0.5275	0.5408	DACOSTA_LOW_DOSE_UV_RESPONSE_VIA_ERCC3_XPCS_DN
0.0047617690	0.5213	0.5465	SIMBULAN_UV_RESPONSE_NORMAL_UP
0.0021213789	0.5185	0.5292	PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_5
0.0000000000	0.4945	0.4913	PHONG_TNF_TARGETS_UP
0.0000353482	0.4921	0.5136	SUH_COEXPRESSED_WITH_ID1_AND_ID2_UP
0.0001101877	0.4880	0.5133	HINATA_NFKB_IMMU_INF
0.0002532267	0.4808	0.4672	AMIT_EGF_RESPONSE_40_MCF10A
0.0055507725	0.4504	0.4553	MODULE_407
0.0000000000	0.4433	0.4391	NAGASHIMA_NRG1_SIGNALING_UP
0.0000015103	0.4391	0.5194	DEBOSSCHER_NFKB_TARGETS_REPRESSED_BY_GLUCOCORTICOIDS
0.0000000000	0.4183	0.4161	GALINDO_IMMUNE_RESPONSE_TO_ENTEROTOXIN
0.0000001088	0.4167	0.4182	PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_1
0.0000000000	0.4165	0.7411	chr11q11
0.0148223366	0.4159	0.4945	SASSON_FSH_RESPONSE
0.0000000002	0.4145	0.6355	chryp11
0.0000002091	0.3941	0.3861	PRAMOONJAGO_SOX4_TARGETS_UP
0.0003397853	0.3941	0.4117	DALESSIO_TSA_RESPONSE
0.0000057266	0.3939	0.3940	AMIT_EGF_RESPONSE_60_MCF10A
0.0000000018	0.3922	0.3910	DIRMEIER_LMP1_RESPONSE_EARLY
0.0001459325	0.3855	0.4694	SESTO_RESPONSE_TO_UV_C3
0.0136251994	0.3839	0.3805	LEE_LIVER_CANCER_HEPATOBLAST
0.0148492767	0.3838	0.4020	ZAIDI_OSTEOBLAST_TRANSCRIPTION_FACTORS
0.0000178440	0.3823	0.4138	AMIT_SERUM_RESPONSE_40_MCF10A
0.0201673151	0.3660	0.3654	MODULE_173
0.0000000007	0.3654	0.5518	REACTOME_BETA_DEFENSINS
0.0000159325	0.3626	0.4040	SARTIPY_NORMAL_AT_INSULIN_RESISTANCE_UP
0.0000075989	0.3589	0.3638	AMIT_EGF_RESPONSE_60_HELA
0.0000002893	0.3586	0.4396	DORN_ADENOVIRUS_INFECTION_32HR_DN
0.0000000963	0.3548	0.3443	AMIT_EGF_RESPONSE_120_HELA
0.0000005006	0.3513	0.4236	DORN_ADENOVIRUS_INFECTION_48HR_DN
0.0000043149	0.3470	0.3800	DORN_ADENOVIRUS_INFECTION_24HR_DN
0.0000035153	0.3450	0.3343	AMIT_SERUM_RESPONSE_60_MCF10A
0.0026573017	0.3430	0.3293	ABE_VEGFA_TARGETS_30MIN
0.0067878530	0.3425	0.3487	FERRARI_RESPONSE_TO_FENRETINIDE_UP
