pValue	topAUC	KSstat	GSname
0.0000000000	0.6192	0.6236	NAKAYAMA_SOFT_TISSUE_TUMORS_PCA2_DN
0.0000000331	0.5976	0.6315	STEGER_ADIPOGENESIS_UP
0.0000007588	0.5176	0.7756	REACTOME_ETHANOL_OXIDATION
0.0002336567	0.4821	0.4943	LI_ADIPOGENESIS_BY_ACTIVATED_PPARG
0.0000000000	0.4805	0.5334	BERTUCCI_INVASIVE_CARCINOMA_DUCTAL_VS_LOBULAR_DN
0.0025861623	0.4706	0.5219	VOLTAGE_GATED_SODIUM_CHANNEL_ACTIVITY
0.0017221161	0.4670	0.5606	CHASSOT_SKIN_WOUND
0.0000002308	0.4501	0.4948	BOQUEST_STEM_CELL_CULTURED_VS_FRESH_DN
0.0011313312	0.4398	0.4780	ENERGY_RESERVE_METABOLIC_PROCESS
0.0039597569	0.3749	0.4678	3_5_CYCLIC_NUCLEOTIDE_PHOSPHODIESTERASE_ACTIVITY
0.0009148858	0.3728	0.3806	RUAN_RESPONSE_TO_TROGLITAZONE_UP
0.0020520439	0.3613	0.4743	INAMURA_LUNG_CANCER_SCC_DN
0.0024190239	0.3498	0.3495	WANG_CLASSIC_ADIPOGENIC_TARGETS_OF_PPARG
0.0073520745	0.3481	0.4293	CYCLIC_NUCLEOTIDE_PHOSPHODIESTERASE_ACTIVITY
0.0000000188	0.3436	0.3274	SMID_BREAST_CANCER_LUMINAL_A_UP
0.0135202340	0.3366	0.3508	VERNOCHET_ADIPOGENESIS
0.0029128860	0.3234	0.4788	BIOCARTA_AHSP_PATHWAY
0.0000850222	0.3227	0.3385	RUAN_RESPONSE_TO_TNF_TROGLITAZONE_DN
0.0000293926	0.3179	0.3301	GERHOLD_ADIPOGENESIS_UP
0.0000044165	0.2965	0.3402	RICKMAN_HEAD_AND_NECK_CANCER_F
0.0000000014	0.2957	0.3537	WONG_ENDMETRIUM_CANCER_DN
0.0008184758	0.2941	0.3174	SMID_BREAST_CANCER_RELAPSE_IN_LUNG_DN
0.0000008635	0.2874	0.2909	RUAN_RESPONSE_TO_TNF_DN
0.0189660848	0.2820	0.3678	MODULE_401
0.0006580769	0.2778	0.3217	MODULE_512
0.0184887401	0.2711	0.4070	HORMONE_BINDING
0.0015676440	0.2680	0.3312	GNF2_MYL3
0.0000000962	0.2678	0.3108	BAELDE_DIABETIC_NEPHROPATHY_UP
0.0000000116	0.2652	0.4949	UZONYI_RESPONSE_TO_LEUKOTRIENE_AND_THROMBIN
0.0046302394	0.2650	0.2731	BROWNE_HCMV_INFECTION_2HR_UP
0.0082977525	0.2639	0.3160	GNF2_TTN
0.0177020649	0.2601	0.3181	TIAN_TNF_SIGNALING_NOT_VIA_NFKB
0.0043510090	0.2516	0.3223	SCHLESINGER_H3K27ME3_IN_NORMAL_AND_METHYLATED_IN_CANCER
0.0008833921	0.2487	0.2872	REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT
0.0023585647	0.2425	0.5756	GUTIERREZ_WALDENSTROEMS_MACROGLOBULINEMIA_1_DN
0.0074399871	0.2409	0.4441	GERHOLD_RESPONSE_TO_TZD_DN
0.0014971453	0.2365	0.2660	MODULE_387
0.0145383372	0.2353	0.3246	SODIUM_ION_TRANSPORT
0.0014866108	0.2344	0.2190	URS_ADIPOCYTE_DIFFERENTIATION_UP
0.0000000000	0.2337	0.2308	DELYS_THYROID_CANCER_DN
0.0083086467	0.2320	0.2858	GNF2_MYL2
0.0146278854	0.2304	0.2221	NADLER_OBESITY_DN
0.0022737021	0.2272	0.2532	MODULE_329
0.0006267341	0.2240	0.2453	GUO_HEX_TARGETS_DN
0.0152801754	0.2206	0.2168	EBAUER_MYOGENIC_TARGETS_OF_PAX3_FOXO1_FUSION
0.0005446502	0.2191	0.2248	YAO_HOXA10_TARGETS_VIA_PROGESTERONE_UP
0.0141585027	0.2191	0.2716	chr4q22
0.0052181309	0.2179	0.2419	MODULE_201
0.0000000000	0.2150	0.2273	SWEET_LUNG_CANCER_KRAS_DN
0.0109081996	0.2137	0.2287	LEE_LIVER_CANCER
