pValue	topAUC	KSstat	GSname
0.0000000000	0.7499	0.7911	FARMER_BREAST_CANCER_CLUSTER_5
0.0000000076	0.7020	0.8545	BIOCARTA_THELPER_PATHWAY
0.0000000076	0.6781	0.8545	BIOCARTA_TCYTOTOXIC_PATHWAY
0.0000000000	0.6646	0.7902	NIELSEN_GIST_AND_SYNOVIAL_SARCOMA_DN
0.0000000000	0.6516	0.7423	ANASTASSIOU_CANCER_MESENCHYMAL_TRANSITION_SIGNATURE
0.0000000000	0.6331	0.7412	NAKAYAMA_SOFT_TISSUE_TUMORS_PCA1_UP
0.0000000325	0.6301	0.8637	BIOCARTA_TCAPOPTOSIS_PATHWAY
0.0000000059	0.6073	0.6332	COLLAGEN
0.0000000010	0.5998	0.6357	GNF2_CDH11
0.0000004891	0.5685	0.6289	THUM_MIR21_TARGETS_HEART_DISEASE_UP
0.0001290374	0.5464	0.5760	VERRECCHIA_RESPONSE_TO_TGFB1_C4
0.0000000000	0.5446	0.6381	TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_DUCTAL_NORMAL_UP
0.0002799904	0.5394	0.6867	ROETH_TERT_TARGETS_DN
0.0000126936	0.5373	0.6354	YAGUE_PRETUMOR_DRUG_RESISTANCE_DN
0.0000172662	0.5329	0.5568	JI_CARCINOGENESIS_BY_KRAS_AND_STK11_DN
0.0001609039	0.5312	0.5698	REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT
0.0000000523	0.5236	0.6707	NIELSEN_MALIGNAT_FIBROUS_HISTIOCYTOMA_UP
0.0000000000	0.5146	0.5730	TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_LOBULAR_NORMAL_DN
0.0000000000	0.5007	0.7974	GNF2_TNFSF10
0.0011368705	0.4991	0.5107	BIOCARTA_CLASSIC_PATHWAY
0.0000000000	0.4952	0.6791	FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_REJECTED_VS_OK_UP
0.0000000000	0.4934	0.5469	CROMER_TUMORIGENESIS_UP
0.0000000001	0.4918	0.5652	GNF2_PTX3
0.0000007662	0.4885	0.6555	BIOCARTA_IL17_PATHWAY
0.0000000034	0.4884	0.5745	WILENSKY_RESPONSE_TO_DARAPLADIB
0.0002755269	0.4801	0.6873	SOUCEK_MYC_TARGETS
0.0000000001	0.4794	0.5020	PID_SYNDECAN_1_PATHWAY
0.0000067268	0.4733	0.6985	BIOCARTA_MONOCYTE_PATHWAY
0.0002468256	0.4708	0.5576	MARTINELLI_IMMATURE_NEUTROPHIL_DN
0.0000000032	0.4696	0.7634	FINETTI_BREAST_CANCER_KINOME_GREEN
0.0000003795	0.4638	0.5507	JEON_SMAD6_TARGETS_UP
0.0000001569	0.4612	0.8171	BIOCARTA_TCRA_PATHWAY
0.0000302452	0.4604	0.5442	HINATA_NFKB_IMMU_INF
0.0000000134	0.4593	0.6197	MODULE_73
0.0000001164	0.4559	0.6731	TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_GRANULOCYTE_DN
0.0000000000	0.4547	0.6656	BOYAULT_LIVER_CANCER_SUBCLASS_G5_DN
0.0000000000	0.4538	0.6717	GNF2_FGR
0.0000275689	0.4534	0.5965	BIOCARTA_GRANULOCYTES_PATHWAY
0.0000000000	0.4503	0.6314	GNF2_CARD15
0.0000000000	0.4500	0.6487	GNF2_ITGB2
0.0000260618	0.4476	0.6924	BUDHU_LIVER_CANCER_METASTASIS_UP
0.0001061289	0.4461	0.5813	LEUKOCYTE_CHEMOTAXIS
0.0000000000	0.4449	0.6105	GNF2_HCK
0.0000000007	0.4443	0.6799	GAVIN_PDE3B_TARGETS
0.0013880123	0.4424	0.5962	MILICIC_FAMILIAL_ADENOMATOUS_POLYPOSIS_DN
0.0000000369	0.4415	0.4860	CLASPER_LYMPHATIC_VESSELS_DURING_METASTASIS_DN
0.0000000000	0.4409	0.6530	GNF2_S100A4
0.0006469128	0.4375	0.4544	BIOCARTA_COMP_PATHWAY
0.0000000202	0.4351	0.7505	REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS
0.0030669402	0.4336	0.5650	HAEGERSTRAND_RESPONSE_TO_IMATINIB
