pValue	topAUC	KSstat	GSname
0.0000021147	0.4655	0.6992	MIPS_UTX_MLL2_3_COMPLEX
0.0000969866	0.4485	0.5311	HISTONE_ACETYLTRANSFERASE_ACTIVITY
0.0053606023	0.4186	0.5711	TCGA_GLIOBLASTOMA_MUTATED
0.0000000634	0.4185	0.6501	KANG_DOXORUBICIN_RESISTANCE_DN
0.0000000004	0.4184	0.8252	FINETTI_BREAST_CANCERS_KINOME_GRAY
0.0020302121	0.4075	0.5099	BIOCARTA_VDR_PATHWAY
0.0007408899	0.3751	0.5660	MIPS_TFTC_TYPE_HISTONE_ACETYL_TRANSFERASE_COMPLEX
0.0000276883	0.3743	0.4748	REACTOME_CIRCADIAN_REPRESSION_OF_EXPRESSION_BY_REV_ERBA
0.0001043348	0.3592	0.5147	THYROID_HORMONE_RECEPTOR_BINDING
0.0000188219	0.3587	0.4730	REACTOME_RORA_ACTIVATES_CIRCADIAN_EXPRESSION
0.0005337083	0.3563	0.4857	MIPS_SNF2H_COHESIN_NURD_COMPLEX
0.0175368687	0.3428	0.4093	BIOCARTA_CARM1_PATHWAY
0.0000000667	0.3420	0.4778	BURTON_ADIPOGENESIS_12
0.0028592626	0.3417	0.3823	N_ACETYLTRANSFERASE_ACTIVITY
0.0163111384	0.3345	0.5172	CGTCTTA,MIR-208
0.0035832402	0.3294	0.5323	REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE
0.0000000000	0.3182	0.4775	GABRIELY_MIR21_TARGETS
0.0020387728	0.3180	0.5098	ANDROGEN_RECEPTOR_SIGNALING_PATHWAY
0.0072491295	0.3142	0.4621	AACGGTT,MIR-451
0.0000000000	0.3134	0.4952	MODULE_277
0.0039221565	0.3102	0.4681	MIPS_ARC92_MEDIATOR_COMPLEX
0.0028196404	0.3038	0.3521	ACETYLTRANSFERASE_ACTIVITY
0.0100202033	0.2990	0.3228	N_ACYLTRANSFERASE_ACTIVITY
0.0065714665	0.2964	0.3955	REACTOME_SIGNALING_BY_CONSTITUTIVELY_ACTIVE_EGFR
0.0000000001	0.2962	0.3762	DACOSTA_UV_RESPONSE_VIA_ERCC3_TTD_DN
0.0023751419	0.2953	0.4860	MIPS_HES1_PROMOTER_NOTCH_ENHANCER_COMPLEX
0.0000000000	0.2938	0.5571	GCM_ERBB2IP
0.0061614751	0.2935	0.3771	REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS
0.0000000037	0.2933	0.5308	GCM_RAP2A
0.0008829813	0.2931	0.3744	PID_VEGFR1_PATHWAY
0.0095891794	0.2901	0.4058	REGULATION_OF_GTPASE_ACTIVITY
0.0013262380	0.2895	0.3459	RAS_GTPASE_ACTIVATOR_ACTIVITY
0.0072842941	0.2881	0.4297	MIPS_ARC_L_COMPLEX
0.0002991205	0.2870	0.5724	REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE
0.0065082504	0.2784	0.3499	BIOCARTA_HER2_PATHWAY
0.0000000000	0.2775	0.5193	GINESTIER_BREAST_CANCER_ZNF217_AMPLIFIED_UP
0.0003727538	0.2770	0.4096	REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION
0.0120935825	0.2765	0.3740	REACTOME_ARMS_MEDIATED_ACTIVATION
0.0000000000	0.2764	0.4106	DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_DN
0.0085407659	0.2752	0.3665	REACTOME_NEPHRIN_INTERACTIONS
0.0042182677	0.2738	0.4102	BIOCARTA_HCMV_PATHWAY
0.0001408310	0.2731	0.4233	IIZUKA_LIVER_CANCER_PROGRESSION_G1_G2_DN
0.0000000000	0.2730	0.4117	DACOSTA_UV_RESPONSE_VIA_ERCC3_XPCS_DN
0.0168907679	0.2723	0.4267	PROTEIN_EXPORT_FROM_NUCLEUS
0.0000000000	0.2720	0.3879	DAZARD_RESPONSE_TO_UV_NHEK_DN
0.0182635296	0.2645	0.3808	MIPS_DA_COMPLEX
0.0000000000	0.2643	0.3981	DACOSTA_UV_RESPONSE_VIA_ERCC3_DN
0.0001527997	0.2625	0.3540	REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_EXPRESSION
0.0000000776	0.2608	0.3906	SESTO_RESPONSE_TO_UV_C2
0.0034715233	0.2591	0.3951	MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_23
