pValue	topAUC	KSstat	GSname
0.0000072981	0.3385	0.4818	MODULE_42
0.0000006436	0.3023	0.4971	MODULE_77
0.0009220927	0.2606	0.5175	MODULE_25
0.0000027340	0.2554	0.6935	MODULE_103
0.0000000001	0.2473	0.5041	MODULE_22
0.0025127332	0.2435	0.4676	NADH_DEHYDROGENASE_COMPLEX
0.0025127332	0.2435	0.4676	MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_I
0.0025127332	0.2435	0.4676	RESPIRATORY_CHAIN_COMPLEX_I
0.0048839023	0.2222	0.4973	REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE
0.0000000014	0.2168	0.3968	REACTOME_RESPIRATORY_ELECTRON_TRANSPORT
0.0055720454	0.2082	0.4127	MIPS_SMN_COMPLEX
0.0000000000	0.2026	0.3871	REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_
0.0167137432	0.2012	0.3727	RNA_POLYMERASE_ACTIVITY
0.0030528183	0.2006	0.2859	NIKOLSKY_BREAST_CANCER_1Q21_AMPLICON
0.0100654232	0.1978	0.4488	MIPS_RNA_POLYMERASE_II_CORE_COMPLEX
0.0007154855	0.1976	0.4298	RIBOSOMAL_SUBUNIT
0.0239392355	0.1934	0.3957	MIPS_CENP_A_NAC_CAD_COMPLEX
0.0000000001	0.1926	0.3628	MOOTHA_VOXPHOS
0.0158349302	0.1901	0.3453	TRANSCRIPTION_FROM_RNA_POLYMERASE_III_PROMOTER
0.0011037464	0.1877	0.2638	NIKOLSKY_BREAST_CANCER_16Q24_AMPLICON
0.0011470051	0.1804	0.3903	MITOCHONDRIAL_RESPIRATORY_CHAIN
0.0059644108	0.1797	0.2858	HONMA_DOCETAXEL_RESISTANCE
0.0002218405	0.1796	0.4392	ORGANELLAR_RIBOSOME
0.0002218405	0.1796	0.4392	MITOCHONDRIAL_RIBOSOME
0.0005066401	0.1795	0.4024	MIPS_18S_U11_U12_SNRNP
0.0000000000	0.1716	0.3780	MODULE_62
0.0043579979	0.1696	0.4484	REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS
0.0000023754	0.1680	0.3684	MIPS_39S_RIBOSOMAL_SUBUNIT_MITOCHONDRIAL
0.0148829718	0.1677	0.2834	REACTOME_FORMATION_OF_TRANSCRIPTION_COUPLED_NER_TC_NER_REPAIR_COMPLEX
0.0042868689	0.1662	0.2896	RNA_SPLICINGVIA_TRANSESTERIFICATION_REACTIONS
0.0048839023	0.1648	0.4973	MIPS_EXOSOME
0.0000000664	0.1637	0.2651	NIKOLSKY_BREAST_CANCER_16P13_AMPLICON
0.0000640422	0.1575	0.5576	MIPS_12S_U11_SNRNP
0.0063502348	0.1566	0.2480	GRADE_METASTASIS_DN
0.0000000000	0.1558	0.3930	MIPS_55S_RIBOSOME_MITOCHONDRIAL
0.0000123046	0.1551	0.3360	MITOCHONDRIAL_MEMBRANE_PART
0.0017132622	0.1526	0.4385	REACTOME_DESTABILIZATION_OF_MRNA_BY_KSRP
0.0036453115	0.1520	0.1971	chr16q24
0.0155022366	0.1506	0.3298	NIKOLSKY_BREAST_CANCER_6P24_P22_AMPLICON
0.0220951206	0.1490	0.3419	REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY
0.0027729241	0.1473	0.3525	WALLACE_JAK2_TARGETS_UP
0.0000000019	0.1467	0.2864	MODULE_152
0.0000000198	0.1457	0.2825	KEGG_PARKINSONS_DISEASE
0.0000000000	0.1443	0.2969	YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_13
0.0000000000	0.1437	0.3542	KEGG_OXIDATIVE_PHOSPHORYLATION
0.0000009214	0.1435	0.5494	MIPS_26S_PROTEASOME
0.0000101217	0.1434	0.2259	REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT
0.0000185223	0.1432	0.3547	REACTOME_TRANSCRIPTION_COUPLED_NER_TC_NER
0.0000016030	0.1432	0.5087	MODULE_307
0.0000000157	0.1421	0.2513	KIM_ALL_DISORDERS_DURATION_CORR_DN
