pValue	topAUC	KSstat	GSname
0.0186410583	0.3705	0.4400	BIOCARTA_ETC_PATHWAY
0.0007215398	0.3655	0.4401	CELLULAR_RESPIRATION
0.0019917760	0.3548	0.4602	AEROBIC_RESPIRATION
0.0000418316	0.3392	0.5862	REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION
0.0008074472	0.3133	0.4077	MOOTHA_FFA_OXYDATION
0.0117693157	0.3116	0.3556	MAHADEVAN_RESPONSE_TO_MP470_DN
0.0161803644	0.3019	0.4668	CHEN_HOXA5_TARGETS_6HR_UP
0.0000275410	0.3007	0.5463	GALE_APL_WITH_FLT3_MUTATED_DN
0.0016031763	0.2950	0.4532	CAFFAREL_RESPONSE_TO_THC_8HR_5_UP
0.0145965463	0.2825	0.4027	BIOCARTA_RANKL_PATHWAY
0.0001581068	0.2818	0.5703	MODULE_25
0.0000793357	0.2792	0.3477	BOYAULT_LIVER_CANCER_SUBCLASS_G1_DN
0.0082699549	0.2717	0.4758	FATTY_ACID_BETA_OXIDATION
0.0006583596	0.2703	0.4539	AMIT_DELAYED_EARLY_GENES
0.0000971583	0.2657	0.6051	DISTECHE_ESCAPED_FROM_X_INACTIVATION
0.0000000350	0.2622	0.6037	MITOCHONDRIAL_RESPIRATORY_CHAIN
0.0000000669	0.2591	0.5394	MODULE_77
0.0081415739	0.2570	0.3109	BRACHAT_RESPONSE_TO_METHOTREXATE_DN
0.0000000000	0.2501	0.5592	MITOCHONDRIAL_MEMBRANE_PART
0.0090565290	0.2478	0.3474	GESERICK_TERT_TARGETS_DN
0.0087374859	0.2466	0.2651	ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS
0.0000000000	0.2452	0.4920	MITOCHONDRIAL_INNER_MEMBRANE
0.0135377689	0.2451	0.3699	LOPEZ_MBD_TARGETS_IMPRINTED_AND_X_LINKED
0.0158812977	0.2431	0.4677	REACTOME_BASE_FREE_SUGAR_PHOSPHATE_REMOVAL_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY
0.0000000000	0.2400	0.5339	REACTOME_RESPIRATORY_ELECTRON_TRANSPORT
0.0191138708	0.2388	0.3790	MODULE_432
0.0000029874	0.2376	0.6472	NADH_DEHYDROGENASE_COMPLEX
0.0000029874	0.2376	0.6472	MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_I
0.0000029874	0.2376	0.6472	RESPIRATORY_CHAIN_COMPLEX_I
0.0002600513	0.2354	0.2730	NAGASHIMA_EGF_SIGNALING_UP
0.0115539169	0.2321	0.3396	DAMAGED_DNA_BINDING
0.0173319490	0.2310	0.3510	FATTY_ACID_OXIDATION
0.0000003726	0.2296	0.4025	MITOCHONDRIAL_MATRIX
0.0000003726	0.2296	0.4025	MITOCHONDRIAL_LUMEN
0.0000000000	0.2283	0.3973	LINDGREN_BLADDER_CANCER_WITH_LOH_IN_CHR9Q
0.0000775252	0.2280	0.3400	chr4q35
0.0000000619	0.2279	0.5708	MODULE_42
0.0000000000	0.2267	0.5121	REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_
0.0000000000	0.2266	0.4951	MIPS_39S_RIBOSOMAL_SUBUNIT_MITOCHONDRIAL
0.0000000000	0.2253	0.4715	MIPS_55S_RIBOSOME_MITOCHONDRIAL
0.0167412569	0.2238	0.3523	chr4q24
0.0000020853	0.2232	0.4629	MIPS_28S_RIBOSOMAL_SUBUNIT_MITOCHONDRIAL
0.0093469940	0.2209	0.4919	MANNOSYLTRANSFERASE_ACTIVITY
0.0000000000	0.2189	0.4514	MITOCHONDRIAL_MEMBRANE
0.0002085378	0.2185	0.3393	KEEN_RESPONSE_TO_ROSIGLITAZONE_UP
0.0000000000	0.2183	0.4301	ORGANELLE_INNER_MEMBRANE
0.0000439242	0.2160	0.4751	ORGANELLAR_RIBOSOME
0.0000439242	0.2160	0.4751	MITOCHONDRIAL_RIBOSOME
0.0106012330	0.2160	0.5389	REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY
0.0007673752	0.2153	0.2867	BRACHAT_RESPONSE_TO_CAMPTOTHECIN_DN
