pValue	topAUC	KSstat	GSname
0.0000000000	0.9558	0.9589	GNF2_TTN
0.0000000092	0.8573	0.8851	DELASERNA_TARGETS_OF_MYOD_AND_SMARCA4
0.0000000000	0.8460	0.8619	GNF2_MYL2
0.0000000000	0.8258	0.8478	REACTOME_STRIATED_MUSCLE_CONTRACTION
0.0000000000	0.8256	0.8478	RICKMAN_HEAD_AND_NECK_CANCER_F
0.0000000027	0.7744	0.8160	SARCOMERE
0.0000000000	0.7664	0.7944	GNF2_MYL3
0.0000000002	0.6971	0.7484	MYOFIBRIL
0.0000001737	0.6902	0.7037	STRIATED_MUSCLE_CONTRACTION_GO_0006941
0.0000000001	0.6463	0.6980	CONTRACTILE_FIBER_PART
0.0000000000	0.6343	0.6789	CONTRACTILE_FIBER
0.0000000000	0.6053	0.6123	KUNINGER_IGF1_VS_PDGFB_TARGETS_UP
0.0000122778	0.6015	0.6839	VOLTAGE_GATED_SODIUM_CHANNEL_ACTIVITY
0.0000000000	0.5975	0.6019	STRUCTURAL_CONSTITUENT_OF_MUSCLE
0.0000010455	0.5951	0.5992	HUMMERICH_BENIGN_SKIN_TUMOR_DN
0.0000000000	0.5619	0.5616	MODULE_512
0.0000000000	0.5562	0.5478	MODULE_329
0.0000000000	0.5426	0.5417	EBAUER_MYOGENIC_TARGETS_OF_PAX3_FOXO1_FUSION
0.0000000000	0.5401	0.5318	MODULE_387
0.0000000000	0.5341	0.5318	MODULE_201
0.0050965543	0.5255	0.5436	TSUTSUMI_FBXW8_TARGETS
0.0000000000	0.5169	0.5241	REACTOME_MUSCLE_CONTRACTION
0.0001271973	0.4907	0.4964	HUMMERICH_MALIGNANT_SKIN_TUMOR_DN
0.0000014140	0.4906	0.4845	MODULE_202
0.0000003819	0.4843	0.5114	MODULE_330
0.0007240485	0.4739	0.4770	MYOSIN_COMPLEX
0.0000229290	0.4600	0.4603	WANG_NFKB_TARGETS
0.0000522053	0.4173	0.4439	REGULATION_OF_HEART_CONTRACTION
0.0031423968	0.3896	0.3981	REGULATION_OF_MUSCLE_CONTRACTION
0.0024772411	0.3892	0.4272	SODIUM_CHANNEL_ACTIVITY
0.0055170412	0.3811	0.4399	DYSTROPHIN_ASSOCIATED_GLYCOPROTEIN_COMPLEX
0.0004947729	0.3708	0.4293	REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS
0.0000000000	0.3474	0.3502	REN_ALVEOLAR_RHABDOMYOSARCOMA_UP
0.0008547335	0.3323	0.3447	SKELETAL_MUSCLE_DEVELOPMENT
0.0033951528	0.3234	0.3287	DAIRKEE_CANCER_PRONE_RESPONSE_E2
0.0077707765	0.3191	0.4273	KINNEY_DNMT1_METHYLATION_TARGETS
0.0003324925	0.3062	0.4296	SODIUM_ION_TRANSPORT
0.0000002718	0.3052	0.2943	DELASERNA_MYOD_TARGETS_UP
0.0200822688	0.2940	0.3209	BASAL_LAMINA
0.0026103233	0.2848	0.3541	V$MEF2_04
0.0000040504	0.2719	0.2619	MUSCLE_DEVELOPMENT
0.0000000000	0.2714	0.2656	V$MEF2_02
0.0058871956	0.2704	0.2644	STRIATED_MUSCLE_DEVELOPMENT
0.0000304167	0.2679	0.2549	KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM
0.0004008501	0.2562	0.6116	REACTOME_REGULATION_OF_RHEB_GTPASE_ACTIVITY_BY_AMPK
0.0001075463	0.2552	0.5005	REACTOME_ACTIVATED_AMPK_STIMULATES_FATTY_ACID_OXIDATION_IN_MUSCLE
0.0000880386	0.2504	0.2331	KEGG_DILATED_CARDIOMYOPATHY
0.0000000004	0.2455	0.2324	EBAUER_TARGETS_OF_PAX3_FOXO1_FUSION_UP
0.0000641614	0.2374	0.2508	NAKAYAMA_SOFT_TISSUE_TUMORS_PCA2_DN
0.0014696766	0.2356	0.2192	KEGG_CARDIAC_MUSCLE_CONTRACTION
