pValue	topAUC	KSstat	GSname
0.0000000000	0.4470	0.6379	REACTOME_BETA_DEFENSINS
0.0000000000	0.4149	0.7203	chr11q11
0.0000000000	0.3909	0.6232	REACTOME_DEFENSINS
0.0000000000	0.3690	0.7396	REACTOME_OLFACTORY_SIGNALING_PATHWAY
0.0000000000	0.3433	0.6812	KEGG_OLFACTORY_TRANSDUCTION
0.0000000144	0.2653	0.5729	chryp11
0.0000000000	0.2581	0.5030	chr1q44
0.0215782997	0.2045	0.3740	chr13q21
0.0059094696	0.1963	0.3608	HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_NOT_PEPTIDEBONDSIN_LINEAR_AMIDES
0.0000001385	0.1880	0.2236	chr14q32
0.0000000000	0.1765	0.2973	REACTOME_GPCR_DOWNSTREAM_SIGNALING
0.0161161076	0.1708	0.4670	PYEON_HPV_POSITIVE_TUMORS_DN
0.0012038046	0.1647	0.4761	TASTE_RECEPTOR_ACTIVITY
0.0013793285	0.1611	0.5688	PROTEIN_DEACETYLASE_ACTIVITY
0.0000000000	0.1591	0.2513	REACTOME_SIGNALING_BY_GPCR
0.0013776676	0.1528	0.3778	REACTOME_REGULATION_OF_IFNA_SIGNALING
0.0000008012	0.1481	0.3944	chryq11
0.0078574714	0.1464	0.4779	DEACETYLASE_ACTIVITY
0.0000032122	0.1414	0.3147	chr8p23
0.0008030435	0.1407	0.2297	chr11q24
0.0022500284	0.1360	0.4713	LIM_MAMMARY_LUMINAL_PROGENITOR_DN
0.0075500150	0.1329	0.2040	chr11p11
0.0000425607	0.1274	0.4758	ZHAN_MULTIPLE_MYELOMA_SPIKED
0.0137475583	0.1223	0.2810	REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION
0.0001307634	0.1218	0.1736	chr11q12
0.0000835195	0.1210	0.1616	chr21q22
0.0020541078	0.1210	0.3064	chr9p22
0.0157442014	0.1197	0.3293	DETECTION_OF_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION
0.0146756580	0.1161	0.5227	LINDGREN_BLADDER_CANCER_CLUSTER_2A_UP
0.0001744651	0.1155	0.3900	HEMATOPOIETIN_INTERFERON_CLASSD200_DOMAIN_CYTOKINE_RECEPTOR_BINDING
0.0263106581	0.1133	0.3915	PHOTOTRANSDUCTION
0.0057066755	0.1094	0.4247	WEBER_METHYLATED_LCP_IN_SPERM_UP
0.0001883278	0.1092	0.4998	GOUYER_TATI_TARGETS_DN
0.0003102595	0.1079	0.3503	KEGG_REGULATION_OF_AUTOPHAGY
0.0000000067	0.1078	0.1778	chr11p15
0.0087675646	0.1065	0.3408	WEBER_METHYLATED_ICP_IN_FIBROBLAST
0.0007944741	0.1046	0.2027	chr1q23
0.0048383409	0.1045	0.1479	chr14q11
0.0000306951	0.1020	0.4238	PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_6
0.0005752421	0.1002	0.2803	ZWANG_CLASS_2_TRANSIENTLY_INDUCED_BY_EGF
0.0142746092	0.0943	0.2065	KEGG_HEDGEHOG_SIGNALING_PATHWAY
0.0023295876	0.0937	0.3973	MODULE_545
0.0169691443	0.0935	0.4645	MONOCARBOXYLIC_ACID_TRANSPORT
0.0031479484	0.0932	0.1276	KONDO_PROSTATE_CANCER_WITH_H3K27ME3
0.0073287000	0.0907	0.1538	chr2q37
0.0194375640	0.0897	0.4580	WEBER_METHYLATED_LCP_IN_FIBROBLAST_DN
0.0096285947	0.0891	0.1872	chr20p13
0.0121005307	0.0890	0.3547	VERNOCHET_ADIPOGENESIS
0.0019151319	0.0886	0.4029	MOROSETTI_FACIOSCAPULOHUMERAL_MUSCULAR_DISTROPHY_UP
0.0006126160	0.0879	0.1832	chr20q11
