pValue	topAUC	KSstat	GSname
0.0004167390	0.5267	0.5422	MARTINELLI_IMMATURE_NEUTROPHIL_DN
0.0000249325	0.5094	0.5806	BIOCARTA_STEM_PATHWAY
0.0010553355	0.4698	0.4802	BIOCARTA_ERYTH_PATHWAY
0.0166259445	0.4405	0.4452	AUJLA_IL22_AND_IL17A_SIGNALING
0.0000000000	0.4299	0.6485	REACTOME_BETA_DEFENSINS
0.0000000013	0.4076	0.6086	chryp11
0.0000504730	0.4062	0.5322	HINATA_NFKB_IMMU_INF
0.0000449992	0.3989	0.4556	DEBOSSCHER_NFKB_TARGETS_REPRESSED_BY_GLUCOCORTICOIDS
0.0000000000	0.3946	0.6088	REACTOME_DEFENSINS
0.0013502869	0.3859	0.3861	GRAHAM_CML_QUIESCENT_VS_CML_DIVIDING_UP
0.0071062645	0.3794	0.5039	SEIKE_LUNG_CANCER_POOR_SURVIVAL
0.0000000000	0.3649	0.6783	chr11q11
0.0001019709	0.3601	0.3824	GNF2_MMP1
0.0000000170	0.3592	0.5511	HEMATOPOIETIN_INTERFERON_CLASSD200_DOMAIN_CYTOKINE_RECEPTOR_BINDING
0.0000000886	0.3588	0.4677	UZONYI_RESPONSE_TO_LEUKOTRIENE_AND_THROMBIN
0.0000000194	0.3489	0.6013	REACTOME_REGULATION_OF_IFNA_SIGNALING
0.0000000000	0.3410	0.7548	REACTOME_OLFACTORY_SIGNALING_PATHWAY
0.0102387099	0.3395	0.3516	ABE_VEGFA_TARGETS
0.0092719745	0.3337	0.4923	PID_VEGF_VEGFR_PATHWAY
0.0084833685	0.3130	0.5209	REACTOME_OPSINS
0.0000000000	0.3094	0.6930	KEGG_OLFACTORY_TRANSDUCTION
0.0148393651	0.3031	0.4709	FREDERICK_PRKCI_TARGETS
0.0002058881	0.3029	0.3867	BIOCARTA_INFLAM_PATHWAY
0.0000000000	0.2857	0.5315	chryq11
0.0005277382	0.2854	0.4277	BIOCARTA_CYTOKINE_PATHWAY
0.0089628987	0.2835	0.3028	TIAN_TNF_SIGNALING_VIA_NFKB
0.0000000048	0.2756	0.5202	chr9p22
0.0039663863	0.2747	0.2579	MODULE_263
0.0010869169	0.2735	0.2570	REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES
0.0000080911	0.2573	0.2696	GHANDHI_BYSTANDER_IRRADIATION_UP
0.0023201489	0.2560	0.3171	AMIT_SERUM_RESPONSE_40_MCF10A
0.0044469528	0.2558	0.2359	LIANG_SILENCED_BY_METHYLATION_2
0.0013872773	0.2542	0.2403	MODULE_433
0.0000000498	0.2528	0.3698	HAHTOLA_MYCOSIS_FUNGOIDES_CD4_UP
0.0003336373	0.2525	0.2286	MAHAJAN_RESPONSE_TO_IL1A_UP
0.0022524420	0.2353	0.4301	BIOCARTA_IL10_PATHWAY
0.0138194986	0.2322	0.3501	ZHANG_RESPONSE_TO_CANTHARIDIN_UP
0.0146710793	0.2272	0.2059	MODULE_108
0.0000356504	0.2270	0.2054	ALTEMEIER_RESPONSE_TO_LPS_WITH_MECHANICAL_VENTILATION
0.0017843306	0.2267	0.2324	CROMER_TUMORIGENESIS_UP
0.0023061578	0.2212	0.2029	MODULE_76
0.0016144214	0.2206	0.2271	LINDSTEDT_DENDRITIC_CELL_MATURATION_A
0.0000095510	0.2197	0.4376	REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION
0.0103288540	0.2172	0.1967	TENEDINI_MEGAKARYOCYTE_MARKERS
0.0000000000	0.2165	0.4319	chr1q44
0.0003401824	0.2152	0.2001	GHANDHI_DIRECT_IRRADIATION_UP
0.0000012380	0.2118	0.2070	VART_KSHV_INFECTION_ANGIOGENIC_MARKERS_UP
0.0000631480	0.2116	0.2557	SEKI_INFLAMMATORY_RESPONSE_LPS_UP
0.0000345336	0.2106	0.3908	KEGG_REGULATION_OF_AUTOPHAGY
0.0000001068	0.2048	0.2254	chr14q32
