pValue	topAUC	KSstat	GSname
0.0000000000	0.9205	0.9840	REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE
0.0000000216	0.8838	0.9482	BIOCARTA_TCAPOPTOSIS_PATHWAY
0.0000000000	0.8778	0.9603	CHAN_INTERFERON_PRODUCING_DENDRITIC_CELL
0.0000000044	0.8578	0.9019	BIOCARTA_TCRA_PATHWAY
0.0000000000	0.8531	0.9160	REACTOME_PD1_SIGNALING
0.0000000183	0.8126	0.8348	BIOCARTA_TCYTOTOXIC_PATHWAY
0.0000000001	0.8087	0.9181	BIOCARTA_CTL_PATHWAY
0.0000000183	0.7998	0.8348	BIOCARTA_THELPER_PATHWAY
0.0000000001	0.7983	0.8506	REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS
0.0000000021	0.7907	0.9181	BIOCARTA_BLYMPHOCYTE_PATHWAY
0.0000000723	0.7475	0.7918	IMMUNOLOGICAL_SYNAPSE
0.0000000000	0.7461	0.8664	FINETTI_BREAST_CANCER_KINOME_GREEN
0.0000000004	0.7333	0.9545	MODULE_293
0.0000000000	0.7126	0.8620	KEGG_ALLOGRAFT_REJECTION
0.0000000001	0.7124	0.8251	HAHTOLA_CTCL_PATHOGENESIS
0.0000000000	0.6981	0.8707	KEGG_GRAFT_VERSUS_HOST_DISEASE
0.0000000000	0.6926	0.8387	FARMER_BREAST_CANCER_CLUSTER_1
0.0000000005	0.6917	0.8776	MODULE_143
0.0000000008	0.6874	0.9015	BIOCARTA_ASBCELL_PATHWAY
0.0000000000	0.6797	0.7608	GNF2_CD7
0.0000000002	0.6688	0.7492	BIOCARTA_CTLA4_PATHWAY
0.0000000000	0.6640	0.7518	GNF2_ZAP70
0.0000000000	0.6630	0.7280	REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES
0.0000000729	0.6562	0.6824	BIOCARTA_NO2IL12_PATHWAY
0.0000000000	0.6412	0.7383	GNF2_MATK
0.0000000000	0.6364	0.8086	WILENSKY_RESPONSE_TO_DARAPLADIB
0.0000000000	0.6345	0.7378	REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL
0.0000006403	0.6341	0.8108	WONG_ENDOMETRIAL_CANCER_LATE
0.0000000000	0.6266	0.8253	KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION
0.0000000000	0.6137	0.6792	KEGG_PRIMARY_IMMUNODEFICIENCY
0.0000000871	0.6072	0.7161	WATANABE_ULCERATIVE_COLITIS_WITH_CANCER_DN
0.0000000002	0.6060	0.7176	KUROZUMI_RESPONSE_TO_ONCOCYTIC_VIRUS_AND_CYCLIC_RGD
0.0003389494	0.6048	0.6802	ROETH_TERT_TARGETS_DN
0.0000000000	0.6018	0.7816	NIELSEN_SYNOVIAL_SARCOMA_DN
0.0000014318	0.5920	0.8295	REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY
0.0000000000	0.5897	0.6839	KEGG_TYPE_I_DIABETES_MELLITUS
0.0000000000	0.5886	0.8659	UROSEVIC_RESPONSE_TO_IMIQUIMOD
0.0000000000	0.5865	0.7215	GNF2_CD48
0.0000000000	0.5821	0.6726	KUROZUMI_RESPONSE_TO_ONCOCYTIC_VIRUS
0.0000294390	0.5803	0.6370	MODULE_575
0.0000000000	0.5720	0.7165	GAURNIER_PSMD4_TARGETS
0.0000000000	0.5696	0.7102	WIELAND_UP_BY_HBV_INFECTION
0.0000014918	0.5639	0.6832	BIOCARTA_CLASSIC_PATHWAY
0.0000267719	0.5594	0.7230	MILICIC_FAMILIAL_ADENOMATOUS_POLYPOSIS_DN
0.0000000000	0.5536	0.7309	GNF2_CD97
0.0000000000	0.5514	0.6562	GNF2_IL2RB
0.0000000000	0.5501	0.6853	GNF2_TNFSF10
0.0000000000	0.5486	0.6235	GNF2_PTPN4
0.0000000000	0.5485	0.6416	FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_REJECTED_VS_OK_UP
0.0000000000	0.5441	0.7494	GNF2_CD1D
