pValue	topAUC	KSstat	GSname
0.0006540941	0.3704	0.6568	WEBER_METHYLATED_ICP_IN_SPERM_UP
0.0042858578	0.3392	0.4649	chr19q12
0.0000115677	0.2939	0.6602	REACTOME_GABA_A_RECEPTOR_ACTIVATION
0.0000082190	0.2810	0.5091	WEBER_METHYLATED_ICP_IN_FIBROBLAST
0.0089266614	0.2404	0.4084	MODULE_215
0.0015548434	0.2400	0.4297	DETECTION_OF_CHEMICAL_STIMULUS
0.0000026345	0.2386	0.3146	GNF2_CCNA1
0.0007039460	0.2361	0.3797	GNF2_SPINK1
0.0009582504	0.2299	0.4989	WEBER_METHYLATED_ICP_IN_SPERM_DN
0.0010600542	0.2144	0.4193	WEBER_METHYLATED_HCP_IN_SPERM_UP
0.0005379147	0.2130	0.2388	MODULE_316
0.0012497425	0.2125	0.2778	RICKMAN_HEAD_AND_NECK_CANCER_B
0.0233571268	0.2044	0.4490	BIOCARTA_GABA_PATHWAY
0.0000027532	0.2014	0.5412	REACTOME_LIGAND_GATED_ION_CHANNEL_TRANSPORT
0.0000023561	0.2011	0.2017	chrxp11
0.0014682432	0.2006	0.1850	chrxq28
0.0065476128	0.1941	0.1951	VOLTAGE_GATED_CHANNEL_ACTIVITY
0.0000002436	0.1933	0.4264	WEBER_METHYLATED_HCP_IN_FIBROBLAST_DN
0.0006551665	0.1920	0.3681	WEBER_METHYLATED_HCP_IN_SPERM_DN
0.0000944294	0.1849	0.3189	KRAS.50_UP.V1_DN
0.0000635305	0.1847	0.2408	GNF2_MLF1
0.0041898008	0.1847	0.3482	GNF2_SERPINI2
0.0122536401	0.1787	0.3965	chr13q21
0.0228466321	0.1784	0.1812	VOLTAGE_GATED_CATION_CHANNEL_ACTIVITY
0.0073606268	0.1781	0.2889	chrxp21
0.0069273793	0.1740	0.2743	MEISSNER_BRAIN_HCP_WITH_H3_UNMETHYLATED
0.0237965890	0.1694	0.2895	REGULATION_OF_HEART_CONTRACTION
0.0031915409	0.1623	0.3050	CALCIUM_CHANNEL_ACTIVITY
0.0097011641	0.1549	0.4690	GABA_RECEPTOR_ACTIVITY
0.0040729800	0.1540	0.2869	EXCRETION
0.0020796391	0.1510	0.3913	VALK_AML_WITH_11Q23_REARRANGED
0.0161816306	0.1451	0.2496	HATADA_METHYLATED_IN_LUNG_CANCER_DN
0.0174214097	0.1418	0.1379	GATED_CHANNEL_ACTIVITY
0.0000007450	0.1395	0.3723	KEGG_TASTE_TRANSDUCTION
0.0000501927	0.1352	0.3597	chr2p21
0.0167607924	0.1342	0.1980	chrxq26
0.0036371575	0.1338	0.1442	ION_CHANNEL_ACTIVITY
0.0098620962	0.1338	0.4047	REACTOME_AMINE_DERIVED_HORMONES
0.0040663224	0.1318	0.2547	SATO_SILENCED_BY_DEACETYLATION_IN_PANCREATIC_CANCER
0.0000215265	0.1311	0.5673	FARMER_BREAST_CANCER_CLUSTER_6
0.0009286734	0.1310	0.3877	DALESSIO_TSA_RESPONSE
0.0007551337	0.1295	0.1575	SUBSTRATE_SPECIFIC_CHANNEL_ACTIVITY
0.0076474927	0.1292	0.2683	CUI_TCF21_TARGETS_UP
0.0013367824	0.1283	0.1734	CATION_CHANNEL_ACTIVITY
0.0123057846	0.1273	0.2238	MODULE_201
0.0041857680	0.1261	0.2416	MODULE_329
0.0146697396	0.1246	0.3895	DAVICIONI_RHABDOMYOSARCOMA_PAX_FOXO1_FUSION_DN
0.0110562314	0.1243	0.3198	FEEDING_BEHAVIOR
0.0145174124	0.1242	0.2890	MODULE_330
0.0012897054	0.1218	0.1566	METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
