pValue	topAUC	KSstat	GSname
0.0175244252	0.2937	0.4630	ACTIN_FILAMENT_BASED_MOVEMENT
0.0105299623	0.2911	0.3035	GNF2_CDKN1C
0.0005690922	0.2895	0.3482	GNF2_EGFR
0.0150603362	0.2675	0.3885	MODULE_432
0.0001401908	0.2664	0.4404	CREIGHTON_AKT1_SIGNALING_VIA_MTOR_DN
0.0002314256	0.2633	0.6293	BIOCARTA_GLYCOLYSIS_PATHWAY
0.0037684231	0.2585	0.5303	AMYLOID_PRECURSOR_PROTEIN_METABOLIC_PROCESS
0.0003022929	0.2516	0.3168	GNF2_MMP11
0.0090724293	0.2387	0.2455	POTTI_ETOPOSIDE_SENSITIVITY
0.0029930929	0.2297	0.2609	GNF2_TIMP2
0.0064947545	0.2219	0.3116	LIPID_TRANSPORT
0.0102374487	0.2211	0.2134	HENDRICKS_SMARCA4_TARGETS_UP
0.0044027147	0.2157	0.2453	GNF2_KISS1
0.0000017648	0.1842	0.4389	CREIGHTON_AKT1_SIGNALING_VIA_MTOR_UP
0.0042279941	0.1808	0.3124	HOFMANN_MYELODYSPLASTIC_SYNDROM_LOW_RISK_DN
0.0172534294	0.1803	0.3189	BONOME_OVARIAN_CANCER_POOR_SURVIVAL_DN
0.0025238001	0.1758	0.4674	MUELLER_COMMON_TARGETS_OF_AML_FUSIONS_UP
0.0000000178	0.1673	0.4498	FAELT_B_CLL_WITH_VH3_21_UP
0.0104275549	0.1651	0.2424	AMIT_EGF_RESPONSE_120_MCF10A
0.0044774281	0.1594	0.2358	FEMALE_PREGNANCY
0.0117000538	0.1588	0.4819	MIPS_NCOR1_COMPLEX
0.0000046117	0.1573	0.3254	MODULE_350
0.0000000000	0.1566	0.3434	chrxq28
0.0093947481	0.1551	0.3068	REACTOME_GLYCOLYSIS
0.0000401760	0.1543	0.2736	SHEDDEN_LUNG_CANCER_GOOD_SURVIVAL_A5
0.0137824140	0.1538	0.3501	NIELSEN_LIPOSARCOMA_DN
0.0013790083	0.1520	0.3778	JIANG_TIP30_TARGETS_DN
0.0000791107	0.1502	0.3931	BARRIER_CANCER_RELAPSE_NORMAL_SAMPLE_DN
0.0000000494	0.1495	0.1396	CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_UP
0.0000119753	0.1470	0.2355	chr16p11
0.0044842048	0.1468	0.4809	POSITIVE_REGULATION_OF_PROTEIN_SECRETION
0.0010907835	0.1466	0.4792	SA_G1_AND_S_PHASES
0.0000002245	0.1449	0.3179	LIN_APC_TARGETS
0.0056406235	0.1447	0.1878	CROMER_METASTASIS_DN
0.0000079807	0.1437	0.3938	NIKOLSKY_BREAST_CANCER_1Q21_AMPLICON
0.0014283142	0.1426	0.1263	COLDREN_GEFITINIB_RESISTANCE_DN
0.0129593556	0.1403	0.4564	INTERLEUKIN_2_PRODUCTION
0.0076851951	0.1351	0.2582	KEGG_PYRUVATE_METABOLISM
0.0004596184	0.1348	0.2787	NIKOLSKY_BREAST_CANCER_16Q24_AMPLICON
0.0168996136	0.1335	0.4880	ITO_PTTG1_TARGETS_DN
0.0021112078	0.1333	0.2371	HUPER_BREAST_BASAL_VS_LUMINAL_DN
0.0026750527	0.1326	0.4030	PID_ARF_3PATHWAY
0.0035879854	0.1326	0.2188	REACTOME_GLUCOSE_METABOLISM
0.0000135959	0.1322	0.2721	MORF_ARAF1
0.0051788605	0.1321	0.5173	RESPONSE_TO_IONIZING_RADIATION
0.0000002779	0.1311	0.3138	MORF_DAP
0.0070988590	0.1309	0.2667	KEEN_RESPONSE_TO_ROSIGLITAZONE_UP
0.0000127638	0.1299	0.1516	RICKMAN_METASTASIS_DN
0.0002820477	0.1294	0.1635	AMIT_EGF_RESPONSE_480_HELA
0.0051862808	0.1294	0.5172	CAFFAREL_RESPONSE_TO_THC_8HR_3_DN
