pValue	topAUC	KSstat	GSname
0.0000453772	0.4297	0.6039	REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT
0.0010892362	0.4220	0.5314	CHAN_INTERFERON_PRODUCING_DENDRITIC_CELL
0.0032891849	0.4159	0.5128	ACUTE_INFLAMMATORY_RESPONSE
0.0004659678	0.3932	0.5813	IMMUNOLOGICAL_SYNAPSE
0.0000436922	0.3910	0.4393	GNF2_IGF1
0.0003464645	0.3591	0.5680	BIOCARTA_TCYTOTOXIC_PATHWAY
0.0039662157	0.3586	0.5846	REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS
0.0111886772	0.3501	0.5363	FUJIWARA_PARK2_IN_LIVER_CANCER_UP
0.0001041454	0.3449	0.5013	BIOCARTA_COMP_PATHWAY
0.0059740295	0.3390	0.4698	MONTERO_THYROID_CANCER_POOR_SURVIVAL_UP
0.0013789736	0.3338	0.5964	BIOCARTA_TCAPOPTOSIS_PATHWAY
0.0000189997	0.3334	0.5702	LY_AGING_MIDDLE_DN
0.0006845513	0.3178	0.5269	BIOCARTA_CLASSIC_PATHWAY
0.0067241767	0.2993	0.3568	MODULE_439
0.0000390758	0.2967	0.5382	BIOCARTA_NO2IL12_PATHWAY
0.0017305809	0.2962	0.4647	IGLESIAS_E2F_TARGETS_DN
0.0035033844	0.2945	0.4561	LOPEZ_MESOTELIOMA_SURVIVAL_TIME_UP
0.0010297266	0.2935	0.3852	ONO_AML1_TARGETS_UP
0.0001309277	0.2894	0.4834	GENTLES_LEUKEMIC_STEM_CELL_DN
0.0040596731	0.2878	0.4847	BIOCARTA_THELPER_PATHWAY
0.0000640933	0.2875	0.3185	GNF2_CYP2B6
0.0000003552	0.2858	0.4603	GNF2_ESPL1
0.0000579872	0.2824	0.4118	PID_INTEGRIN2_PATHWAY
0.0000684427	0.2820	0.3461	FARMER_BREAST_CANCER_CLUSTER_1
0.0001752974	0.2801	0.2658	GNF2_CEBPA
0.0000167078	0.2763	0.2786	CAR_HPX
0.0000003020	0.2756	0.5339	GNF2_BUB1
0.0008086848	0.2746	0.3572	REACTOME_COMPLEMENT_CASCADE
0.0000440069	0.2694	0.3812	KEGG_PRIMARY_IMMUNODEFICIENCY
0.0007670057	0.2691	0.3418	HUMORAL_IMMUNE_RESPONSE
0.0068257487	0.2688	0.3648	FERRANDO_TAL1_NEIGHBORS
0.0002575612	0.2679	0.4788	NIELSEN_LEIOMYOSARCOMA_UP
0.0000028970	0.2668	0.3856	BURTON_ADIPOGENESIS_PEAK_AT_24HR
0.0000011499	0.2654	0.5455	SCIAN_CELL_CYCLE_TARGETS_OF_TP53_AND_TP73_DN
0.0000322704	0.2652	0.6125	BIOCARTA_CTL_PATHWAY
0.0008651160	0.2593	0.4150	IIZUKA_LIVER_CANCER_PROGRESSION_L0_L1_DN
0.0000048511	0.2591	0.4804	GNF2_ZAP70
0.0000082542	0.2552	0.3933	GNF2_CD7
0.0040424294	0.2531	0.2871	MODULE_410
0.0000087108	0.2502	0.4028	HOUSTIS_ROS
0.0162911133	0.2495	0.3442	LE_NEURONAL_DIFFERENTIATION_DN
0.0050083979	0.2472	0.4164	MODULE_530
0.0001561058	0.2459	0.4914	SMID_BREAST_CANCER_LUMINAL_A_DN
0.0000538468	0.2437	0.3120	VILIMAS_NOTCH1_TARGETS_UP
0.0001090831	0.2396	0.5440	REACTOME_CYCLIN_A_B1_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION
0.0000000758	0.2395	0.4524	GNF2_CENPE
0.0055021372	0.2359	0.2538	T_CELL_ACTIVATION
0.0219106705	0.2358	0.4749	SIMBULAN_UV_RESPONSE_NORMAL_UP
0.0100298998	0.2348	0.4324	LUI_THYROID_CANCER_CLUSTER_4
0.0007332665	0.2337	0.2590	CAR_IGFBP1
