pValue	topAUC	KSstat	GSname
0.0000000001	0.5735	0.5888	RICKMAN_HEAD_AND_NECK_CANCER_D
0.0000000000	0.5581	0.6292	SENGUPTA_NASOPHARYNGEAL_CARCINOMA_DN
0.0003183004	0.4219	0.4615	REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS
0.0100468463	0.3831	0.4675	REACTOME_PASSIVE_TRANSPORT_BY_AQUAPORINS
0.0059712526	0.3564	0.5113	REACTOME_ETHANOL_OXIDATION
0.0040828343	0.3392	0.3901	CELL_PROJECTION_PART
0.0031273815	0.3384	0.4454	REACTOME_XENOBIOTICS
0.0000000000	0.3267	0.3542	CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_2
0.0000011638	0.3108	0.4277	SMID_BREAST_CANCER_RELAPSE_IN_LUNG_DN
0.0000000000	0.3032	0.4073	SMID_BREAST_CANCER_RELAPSE_IN_BONE_UP
0.0015526998	0.2860	0.4835	MODULE_106
0.0000000000	0.2765	0.3625	DOANE_BREAST_CANCER_ESR1_UP
0.0002319931	0.2752	0.2925	CROMER_TUMORIGENESIS_DN
0.0000000000	0.2737	0.3352	DODD_NASOPHARYNGEAL_CARCINOMA_UP
0.0000057890	0.2521	0.3398	REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS
0.0000516825	0.2475	0.3733	EXCRETION
0.0000000000	0.2474	0.3487	LIEN_BREAST_CARCINOMA_METAPLASTIC_VS_DUCTAL_DN
0.0005653735	0.2439	0.3921	MODULE_135
0.0036954441	0.2377	0.3666	OXYGEN_BINDING
0.0129092886	0.2377	0.3031	MODULE_404
0.0183048910	0.2365	0.3169	MODULE_373
0.0065360023	0.2362	0.2795	COLIN_PILOCYTIC_ASTROCYTOMA_VS_GLIOBLASTOMA_UP
0.0000006065	0.2314	0.3204	DOANE_BREAST_CANCER_CLASSES_UP
0.0000874338	0.2264	0.2776	KEGG_RETINOL_METABOLISM
0.0129345663	0.2261	0.3088	WONG_ENDMETRIUM_CANCER_UP
0.0000000115	0.2233	0.3356	SMID_BREAST_CANCER_RELAPSE_IN_BRAIN_DN
0.0015168036	0.2223	0.4689	REACTOME_AMINE_DERIVED_HORMONES
0.0110449413	0.2183	0.3773	NIELSEN_SCHWANNOMA_UP
0.0054431550	0.2175	0.3279	SMID_BREAST_CANCER_RELAPSE_IN_PLEURA_DN
0.0000000107	0.2154	0.2354	SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_DN
0.0001670700	0.2145	0.2533	KEGG_DRUG_METABOLISM_CYTOCHROME_P450
0.0003768348	0.2130	0.3370	YANG_BREAST_CANCER_ESR1_UP
0.0000000002	0.2102	0.3609	RICKMAN_HEAD_AND_NECK_CANCER_E
0.0045367007	0.2067	0.4079	WIKMAN_ASBESTOS_LUNG_CANCER_UP
0.0000000533	0.2065	0.2526	VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_DN
0.0062597596	0.2058	0.4873	DELASERNA_TARGETS_OF_MYOD_AND_SMARCA4
0.0010207604	0.2017	0.2309	REACTOME_PHASE1_FUNCTIONALIZATION_OF_COMPOUNDS
0.0000698216	0.2015	0.2807	BOSCO_EPITHELIAL_DIFFERENTIATION_MODULE
0.0008021749	0.2004	0.2346	KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
0.0075090291	0.1975	0.2321	REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE
0.0000000072	0.1952	0.2371	SMID_BREAST_CANCER_LUMINAL_B_UP
0.0000410176	0.1914	0.4328	PLASARI_NFIC_TARGETS_BASAL_UP
0.0007721696	0.1863	0.5231	PHOTOTRANSDUCTION
0.0007544797	0.1840	0.4389	MODULE_262
0.0000000385	0.1822	0.4221	DOANE_BREAST_CANCER_ESR1_DN
0.0000856172	0.1806	0.2473	NAKAYAMA_SOFT_TISSUE_TUMORS_PCA2_DN
0.0001722535	0.1801	0.2068	LIN_SILENCED_BY_TUMOR_MICROENVIRONMENT
0.0159288042	0.1696	0.2158	MODULE_287
0.0033966634	0.1675	0.1739	LEIN_CHOROID_PLEXUS_MARKERS
0.0003165962	0.1657	0.2463	MODULE_316
