pValue	topAUC	KSstat	GSname
0.0000000000	0.2757	0.6530	REACTOME_BETA_DEFENSINS
0.0198791273	0.2618	0.3899	REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION
0.0059806113	0.2577	0.5661	BIOCARTA_KREB_PATHWAY
0.0000000000	0.2495	0.6724	chr11q11
0.0000000000	0.2343	0.5900	REACTOME_DEFENSINS
0.0000465094	0.2036	0.4093	KEGG_CITRATE_CYCLE_TCA_CYCLE
0.0000000000	0.1981	0.6679	REACTOME_OLFACTORY_SIGNALING_PATHWAY
0.0000000272	0.1952	0.5631	chryp11
0.0001402671	0.1931	0.5374	AEROBIC_RESPIRATION
0.0000128363	0.1886	0.6147	NADH_DEHYDROGENASE_COMPLEX
0.0000128363	0.1886	0.6147	MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_I
0.0000128363	0.1886	0.6147	RESPIRATORY_CHAIN_COMPLEX_I
0.0033561390	0.1840	0.3543	PHOSPHOINOSITIDE_BIOSYNTHETIC_PROCESS
0.0001253325	0.1832	0.2265	chr1q42
0.0136610295	0.1769	0.3804	KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM
0.0000000000	0.1759	0.6087	KEGG_OLFACTORY_TRANSDUCTION
0.0000259135	0.1721	0.5630	MOOTHA_TCA
0.0008193575	0.1683	0.6157	REACTOME_MEMBRANE_BINDING_AND_TARGETTING_OF_GAG_PROTEINS
0.0004125104	0.1667	0.4792	MODULE_414
0.0000000000	0.1600	0.4582	chr1q44
0.0000001116	0.1571	0.5838	MITOCHONDRIAL_RESPIRATORY_CHAIN
0.0001311578	0.1566	0.2514	chr20p13
0.0000016719	0.1549	0.6399	PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX
0.0002363588	0.1530	0.3328	PHOSPHOLIPID_BIOSYNTHETIC_PROCESS
0.0004692798	0.1524	0.4515	CELLULAR_RESPIRATION
0.0024222136	0.1496	0.4688	REACTOME_METABOLISM_OF_PORPHYRINS
0.0244906300	0.1477	0.3070	RAMPON_ENRICHED_LEARNING_ENVIRONMENT_LATE_UP
0.0008340176	0.1472	0.3508	GLYCEROPHOSPHOLIPID_BIOSYNTHETIC_PROCESS
0.0002717990	0.1450	0.4655	REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE
0.0055973915	0.1426	0.2722	chr3q12
0.0212048372	0.1418	0.4165	CLAUS_PGR_POSITIVE_MENINGIOMA_DN
0.0000000109	0.1391	0.5576	MODULE_116
0.0065560781	0.1366	0.1732	chr1q23
0.0000060377	0.1357	0.6527	MODULE_25
0.0039005301	0.1329	0.3915	MIPS_LARC_COMPLEX
0.0000192148	0.1301	0.1872	chr14q32
0.0000000006	0.1294	0.4551	MITOCHONDRIAL_MEMBRANE_PART
0.0000000000	0.1288	0.5391	MIPS_39S_RIBOSOMAL_SUBUNIT_MITOCHONDRIAL
0.0043165841	0.1276	0.3790	HISTONE_DEACETYLASE_COMPLEX
0.0000000000	0.1273	0.5473	REACTOME_RESPIRATORY_ELECTRON_TRANSPORT
0.0050289194	0.1272	0.3241	JI_METASTASIS_REPRESSED_BY_STK11
0.0000000000	0.1270	0.5631	MIPS_55S_RIBOSOME_MITOCHONDRIAL
0.0043609843	0.1254	0.2138	chr11p11
0.0000001100	0.1254	0.7645	REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING
0.0107826256	0.1251	0.4855	WEBER_METHYLATED_LCP_IN_FIBROBLAST_DN
0.0011875850	0.1247	0.3182	chr9p22
0.0004576402	0.1245	0.4219	HOLLEMAN_PREDNISOLONE_RESISTANCE_B_ALL_UP
0.0000000001	0.1243	0.6119	MIPS_28S_RIBOSOMAL_SUBUNIT_MITOCHONDRIAL
0.0000000000	0.1232	0.4299	KEGG_OXIDATIVE_PHOSPHORYLATION
0.0000000000	0.1223	0.5317	REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_
