pValue	topAUC	KSstat	GSname
0.0000000000	0.7353	0.7803	GNF2_SERPINB5
0.0000000000	0.7291	0.7737	GNF2_CDH3
0.0000000033	0.7047	0.8728	MONTERO_THYROID_CANCER_POOR_SURVIVAL_UP
0.0000000000	0.6917	0.7718	GNF2_SPRR1B
0.0000000000	0.6550	0.8308	GNF2_MKI67
0.0000001619	0.6436	0.8527	KUMAMOTO_RESPONSE_TO_NUTLIN_3A_DN
0.0000140698	0.6373	0.6555	JI_CARCINOGENESIS_BY_KRAS_AND_STK11_UP
0.0000004453	0.6326	0.7077	CORNIFIED_ENVELOPE
0.0000000002	0.6244	0.8107	LY_AGING_MIDDLE_DN
0.0018672411	0.5974	0.6165	LIU_CDX2_TARGETS_DN
0.0000000000	0.5688	0.7423	GNF2_ESPL1
0.0000012024	0.5688	0.6662	LOPEZ_MESOTELIOMA_SURVIVAL_TIME_UP
0.0000000000	0.5662	0.7168	GNF2_CCNB2
0.0000000000	0.5659	0.7133	GNF2_CDC20
0.0000000000	0.5649	0.7079	GNF2_HMMR
0.0000003703	0.5636	0.6511	FINETTI_BREAST_CANCER_KINOME_RED
0.0000000004	0.5494	0.5587	MODULE_153
0.0000441888	0.5455	0.5848	INAMURA_LUNG_CANCER_SCC_UP
0.0000000000	0.5386	0.7004	GNF2_TTK
0.0000000000	0.5303	0.6838	GNF2_BUB1
0.0000000000	0.5255	0.6895	GNF2_CDC2
0.0000000000	0.5188	0.6543	FARMER_BREAST_CANCER_CLUSTER_2
0.0000000000	0.5184	0.6804	ZHAN_MULTIPLE_MYELOMA_PR_UP
0.0000000000	0.5170	0.6763	GNF2_CENPF
0.0000000000	0.5093	0.6489	GNF2_CCNA2
0.0001349893	0.5041	0.5385	KERATINOCYTE_DIFFERENTIATION
0.0000000000	0.4999	0.6169	GNF2_RRM2
0.0000000000	0.4959	0.6465	KANG_DOXORUBICIN_RESISTANCE_UP
0.0000000000	0.4956	0.6940	GNF2_H2AFX
0.0000000000	0.4890	0.6362	GNF2_CENPE
0.0000012484	0.4858	0.5958	SMID_BREAST_CANCER_LUMINAL_A_DN
0.0000003049	0.4850	0.6546	MODULE_315
0.0000000000	0.4828	0.6612	GNF2_SMC2L1
0.0000935572	0.4762	0.6299	LIANG_SILENCED_BY_METHYLATION_DN
0.0000000000	0.4719	0.6077	GNF2_BUB1B
0.0000000000	0.4666	0.6148	GNF2_PCNA
0.0000056341	0.4630	0.5275	FOURNIER_ACINAR_DEVELOPMENT_LATE_DN
0.0000000001	0.4615	0.7196	SCIAN_CELL_CYCLE_TARGETS_OF_TP53_AND_TP73_DN
0.0002365135	0.4570	0.6286	MITOTIC_SPINDLE_ORGANIZATION_AND_BIOGENESIS
0.0000000000	0.4548	0.6006	WHITFIELD_CELL_CYCLE_LITERATURE
0.0000000000	0.4544	0.6470	GNF2_MCM4
0.0000215666	0.4496	0.4530	MODULE_68
0.0000215666	0.4496	0.4530	MODULE_298
0.0000000000	0.4481	0.5947	AMUNDSON_GAMMA_RADIATION_RESPONSE
0.0000002003	0.4428	0.4562	WANG_BARRETTS_ESOPHAGUS_AND_ESOPHAGUS_CANCER_DN
0.0001295056	0.4386	0.5396	REACTOME_CYCLIN_A_B1_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION
0.0000321412	0.4361	0.6593	REACTOME_UNWINDING_OF_DNA
0.0000000535	0.4355	0.5429	REICHERT_MITOSIS_LIN9_TARGETS
0.0000000000	0.4342	0.5640	CROONQUIST_NRAS_SIGNALING_DN
0.0055366545	0.4323	0.4923	PID_INTEGRIN4_PATHWAY
