pValue	topAUC	KSstat	GSname
0.0230596527	0.3897	0.4300	ZHOU_PANCREATIC_EXOCRINE_PROGENITOR
0.0000229881	0.3651	0.6009	REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS
0.0000667615	0.3598	0.4389	KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG
0.0022616076	0.3362	0.3981	SINGH_KRAS_DEPENDENCY_SIGNATURE_
0.0167379825	0.3326	0.4113	BIOCARTA_EXTRINSIC_PATHWAY
0.0000001705	0.3275	0.3337	DOANE_BREAST_CANCER_CLASSES_UP
0.0005410890	0.3267	0.4090	REACTOME_GLUTATHIONE_CONJUGATION
0.0037598610	0.3266	0.3379	WANG_BARRETTS_ESOPHAGUS_AND_ESOPHAGUS_CANCER_UP
0.0016118574	0.3205	0.4992	LUI_THYROID_CANCER_CLUSTER_5
0.0000000000	0.3170	0.3540	SMID_BREAST_CANCER_ERBB2_UP
0.0232313129	0.3128	0.4493	MODULE_101
0.0111064543	0.3027	0.3489	REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS
0.0015292192	0.2979	0.5198	ALDO_KETO_REDUCTASE_ACTIVITY
0.0075521307	0.2967	0.3454	MODULE_373
0.0000020820	0.2717	0.3021	CAR_HPX
0.0113648878	0.2649	0.2586	SMID_BREAST_CANCER_RELAPSE_IN_LUNG_DN
0.0000029461	0.2644	0.2610	SMID_BREAST_CANCER_RELAPSE_IN_BONE_UP
0.0000000751	0.2601	0.2709	LIEN_BREAST_CARCINOMA_METAPLASTIC_VS_DUCTAL_DN
0.0039534509	0.2581	0.2876	EXCRETION
0.0206119713	0.2577	0.3129	MODULE_310
0.0000189573	0.2508	0.2890	REACTOME_PHASE_II_CONJUGATION
0.0000003409	0.2505	0.5132	REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN
0.0123152395	0.2484	0.3734	REACTOME_GLUCURONIDATION
0.0065727014	0.2463	0.4196	MODULE_519
0.0000037444	0.2432	0.2881	MODULE_139
0.0071361770	0.2385	0.2989	REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT
0.0000514179	0.2382	0.2990	CAR_IGFBP1
0.0160258743	0.2373	0.2723	REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE
0.0000000081	0.2372	0.2659	VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_DN
0.0000100648	0.2331	0.2350	SERVITJA_ISLET_HNF1A_TARGETS_DN
0.0147722998	0.2321	0.4947	BIOCARTA_FEEDER_PATHWAY
0.0000418803	0.2283	0.2364	LIU_PROSTATE_CANCER_UP
0.0061636640	0.2272	0.3372	KEGG_ASCORBATE_AND_ALDARATE_METABOLISM
0.0094986431	0.2246	0.3181	WONG_ENDMETRIUM_CANCER_UP
0.0225929173	0.2226	0.4506	REACTOME_PURINE_CATABOLISM
0.0155394712	0.2188	0.2775	TRANSFERASE_ACTIVITY_TRANSFERRING_ALKYL_OR_ARYLOTHER_THAN_METHYLGROUPS
0.0003740458	0.2168	0.2423	KEGG_DRUG_METABOLISM_CYTOCHROME_P450
0.0232498356	0.2117	0.3400	KEGG_PHENYLALANINE_METABOLISM
0.0005116281	0.2090	0.2412	KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
0.0106305049	0.2087	0.3504	MASRI_RESISTANCE_TO_TAMOXIFEN_AND_AROMATASE_INHIBITORS_UP
0.0000060960	0.2080	0.2296	MODULE_180
0.0000306118	0.2042	0.2007	GNF2_HPX
0.0001963888	0.2040	0.2017	DOANE_BREAST_CANCER_ESR1_UP
0.0000529639	0.2036	0.1971	GNF2_HPN
0.0025050069	0.1991	0.2764	KEGG_TYROSINE_METABOLISM
0.0003442324	0.1944	0.1851	GNF2_LCAT
0.0008208228	0.1942	0.1914	GNF2_TST
0.0014652582	0.1908	0.1800	GNF2_GSTM1
0.0000001178	0.1862	0.3071	RICKMAN_HEAD_AND_NECK_CANCER_E
0.0000000000	0.1853	0.2473	CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_UP
