pValue	topAUC	KSstat	GSname
0.0000000000	0.6409	0.7837	GNF2_GLTSCR2
0.0000000000	0.6058	0.7527	MIPS_40S_RIBOSOMAL_SUBUNIT_CYTOPLASMIC
0.0000000000	0.6017	0.7849	MODULE_29
0.0000000000	0.5718	0.6937	MIPS_TRBP_CONTAINING_COMPLEX_1
0.0000000000	0.5600	0.7109	MIPS_RIBOSOME_CYTOPLASMIC
0.0000000000	0.5599	0.7285	GNF2_TPT1
0.0000000000	0.5365	0.6877	KEGG_RIBOSOME
0.0000000000	0.5359	0.6947	REACTOME_PEPTIDE_CHAIN_ELONGATION
0.0000000000	0.5354	0.6930	MIPS_60S_RIBOSOMAL_SUBUNIT_CYTOPLASMIC
0.0000000000	0.5147	0.6724	STRUCTURAL_CONSTITUENT_OF_RIBOSOME
0.0003103685	0.4844	0.6494	CASORELLI_APL_SECONDARY_VS_DE_NOVO_DN
0.0000000000	0.4833	0.6530	CHNG_MULTIPLE_MYELOMA_HYPERPLOID_UP
0.0000000000	0.4812	0.6145	REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION
0.0000000000	0.4753	0.6250	GCM_TPT1
0.0000000000	0.4494	0.6571	REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX
0.0000000000	0.4457	0.6088	REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION
0.0000000000	0.4364	0.5603	REACTOME_NONSENSE_MEDIATED_DECAY_ENHANCED_BY_THE_EXON_JUNCTION_COMPLEX
0.0000000000	0.4340	0.5895	BILANGES_SERUM_AND_RAPAMYCIN_SENSITIVE_GENES
0.0000000000	0.4312	0.5849	REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE
0.0000000000	0.4001	0.5756	GNF2_EIF3S6
0.0000000000	0.3980	0.6071	GNF2_ST13
0.0003339826	0.3943	0.5304	MIPS_TNF_ALPHA_NF_KAPPA_B_SIGNALING_COMPLEX_6
0.0000000000	0.3863	0.5955	REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S
0.0005833365	0.3765	0.5141	MODULE_429
0.0000000000	0.3759	0.5788	MORF_TPT1
0.0000000000	0.3664	0.4870	MIPS_NOP56P_ASSOCIATED_PRE_RRNA_COMPLEX
0.0000000000	0.3654	0.4862	REACTOME_INFLUENZA_LIFE_CYCLE
0.0000000000	0.3526	0.5357	REACTOME_TRANSLATION
0.0000428156	0.3322	0.5361	MODULE_388
0.0157346779	0.3305	0.4139	WHITESIDE_CISPLATIN_RESISTANCE_DN
0.0048267292	0.3227	0.5202	MIPS_RNASE_MRP_COMPLEX
0.0000000000	0.3221	0.4983	MORF_ACTG1
0.0000261496	0.3213	0.6178	MODULE_25
0.0000000000	0.3198	0.5111	GCM_NPM1
0.0113750940	0.3184	0.3481	HEDENFALK_BREAST_CANCER_BRACX_UP
0.0000000080	0.3159	0.5925	HOLLEMAN_ASPARAGINASE_RESISTANCE_B_ALL_UP
0.0000000410	0.3150	0.5470	MODULE_77
0.0000000000	0.3139	0.5178	MORF_NPM1
0.0000000001	0.3134	0.5382	RIBOSOME
0.0000000000	0.3121	0.5078	MORF_NME2
0.0000002828	0.3069	0.4513	BILANGES_SERUM_RESPONSE_TRANSLATION
0.0000008215	0.3037	0.5892	HOLLEMAN_VINCRISTINE_RESISTANCE_ALL_DN
0.0000000656	0.2995	0.5699	MODULE_42
0.0000000000	0.2833	0.5070	MORF_JUND
0.0141749201	0.2788	0.3060	KORKOLA_EMBRYONIC_CARCINOMA_VS_SEMINOMA_DN
0.0000117948	0.2748	0.5980	MODULE_150
0.0000000000	0.2721	0.4736	GNF2_FBL
0.0067107912	0.2720	0.4652	MIPS_RNA_POLYMERASE_II_CORE_COMPLEX
0.0001790832	0.2714	0.3961	LUI_THYROID_CANCER_CLUSTER_3
0.0000136510	0.2698	0.4702	GNF2_MBD4
