pValue	topAUC	KSstat	GSname
0.0000000000	0.5950	0.6986	APPEL_IMATINIB_RESPONSE
0.0000001692	0.5638	0.6321	BOWIE_RESPONSE_TO_TAMOXIFEN
0.0000000284	0.5566	0.6073	UROSEVIC_RESPONSE_TO_IMIQUIMOD
0.0000000002	0.5395	0.6117	BENNETT_SYSTEMIC_LUPUS_ERYTHEMATOSUS
0.0000000001	0.5199	0.5644	GNF2_CD14
0.0001295726	0.4880	0.5758	MARTINELLI_IMMATURE_NEUTROPHIL_DN
0.0000211940	0.4836	0.5522	BOWIE_RESPONSE_TO_EXTRACELLULAR_MATRIX
0.0000960376	0.4827	0.5840	TSAI_DNAJB4_TARGETS_UP
0.0000000000	0.4718	0.5181	GNF2_CARD15
0.0039203959	0.4661	0.4860	CHAN_INTERFERON_PRODUCING_DENDRITIC_CELL
0.0000000000	0.4645	0.5336	GNF2_CD1D
0.0000000000	0.4631	0.6207	VALK_AML_CLUSTER_5
0.0000000000	0.4488	0.5118	GNF2_CD33
0.0000000000	0.4409	0.4940	BROWNE_INTERFERON_RESPONSIVE_GENES
0.0000008341	0.4390	0.5400	ZHANG_INTERFERON_RESPONSE
0.0072365070	0.4339	0.5573	SOUCEK_MYC_TARGETS
0.0000004310	0.4336	0.4850	MOSERLE_IFNA_RESPONSE
0.0007515056	0.4307	0.4503	ZHENG_RESPONSE_TO_ARSENITE_UP
0.0089125014	0.4305	0.4538	MODULE_575
0.0000000185	0.4290	0.5409	GNF2_TNFSF10
0.0009471709	0.4284	0.6430	REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY
0.0116010196	0.4196	0.4822	PATTERN_RECOGNITION_RECEPTOR_ACTIVITY
0.0000000000	0.4187	0.4610	GNF2_PECAM1
0.0000000008	0.4094	0.4476	PAPASPYRIDONOS_UNSTABLE_ATEROSCLEROTIC_PLAQUE_UP
0.0024140876	0.4089	0.4689	GRANDVAUX_IFN_RESPONSE_NOT_VIA_IRF3
0.0042080483	0.4020	0.4656	REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT
0.0000001516	0.3973	0.5092	KIM_LRRC3B_TARGETS
0.0000000000	0.3933	0.4351	GNF2_HCK
0.0024739736	0.3901	0.4532	GRANDVAUX_IRF3_TARGETS_UP
0.0000355285	0.3869	0.4355	EINAV_INTERFERON_SIGNATURE_IN_CANCER
0.0024210475	0.3868	0.4059	MAHADEVAN_RESPONSE_TO_MP470_UP
0.0037423921	0.3836	0.5078	ACUTE_INFLAMMATORY_RESPONSE
0.0000000397	0.3812	0.4986	GNF2_SPI1
0.0038587573	0.3735	0.4866	REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR
0.0000000008	0.3676	0.3816	NAKAYAMA_SOFT_TISSUE_TUMORS_PCA1_UP
0.0140232291	0.3675	0.4043	ROETH_TERT_TARGETS_UP
0.0046620462	0.3663	0.3860	MODULE_262
0.0046620462	0.3662	0.3860	MODULE_191
0.0000015419	0.3648	0.3858	MODULE_263
0.0000000850	0.3622	0.3762	LIAN_LIPA_TARGETS_3M
0.0000367922	0.3602	0.4204	ZHANG_ANTIVIRAL_RESPONSE_TO_RIBAVIRIN_UP
0.0000000000	0.3554	0.4565	GNF2_TNFRSF1B
0.0000001681	0.3546	0.3888	RADAEVA_RESPONSE_TO_IFNA1_UP
0.0000629293	0.3520	0.5006	MODULE_478
0.0038774802	0.3487	0.3823	NIELSEN_GIST_AND_SYNOVIAL_SARCOMA_DN
0.0000000015	0.3478	0.4637	GNF2_S100A4
0.0000000004	0.3467	0.3800	SANA_RESPONSE_TO_IFNG_UP
0.0029506264	0.3453	0.3904	NIELSEN_SYNOVIAL_SARCOMA_DN
0.0006603995	0.3349	0.3618	WILENSKY_RESPONSE_TO_DARAPLADIB
0.0000001005	0.3316	0.4433	GNF2_FOS
