pValue	topAUC	KSstat	GSname
0.0000000000	0.4872	0.7095	chr11q11
0.0053549931	0.4540	0.4741	ACETYLGALACTOSAMINYLTRANSFERASE_ACTIVITY
0.0000000000	0.4086	0.6364	REACTOME_BETA_DEFENSINS
0.0000000000	0.3869	0.7218	REACTOME_OLFACTORY_SIGNALING_PATHWAY
0.0000000000	0.3613	0.6736	KEGG_OLFACTORY_TRANSDUCTION
0.0000000000	0.3473	0.5493	REACTOME_DEFENSINS
0.0136464535	0.2943	0.2812	KEGG_O_GLYCAN_BIOSYNTHESIS
0.0152042861	0.2564	0.2656	RICKMAN_HEAD_AND_NECK_CANCER_D
0.0000004358	0.2536	0.4048	chryq11
0.0041753724	0.2533	0.4356	WEBER_METHYLATED_LCP_IN_SPERM_UP
0.0096208965	0.2466	0.3177	WAGNER_APO2_SENSITIVITY
0.0000569074	0.2348	0.4264	chryp11
0.0057153352	0.2269	0.4002	BIOCARTA_ARAP_PATHWAY
0.0000000000	0.2146	0.4352	chr1q44
0.0000019627	0.2050	0.5148	REACTOME_REGULATION_OF_IFNA_SIGNALING
0.0008713760	0.1944	0.5018	WEBER_METHYLATED_ICP_IN_SPERM_DN
0.0177252510	0.1821	0.4625	WEBER_METHYLATED_LCP_IN_FIBROBLAST_DN
0.0001729128	0.1820	0.4653	MODULE_58
0.0000000000	0.1765	0.2723	REACTOME_GPCR_DOWNSTREAM_SIGNALING
0.0000001795	0.1760	0.2219	chr14q32
0.0040228338	0.1700	0.5276	HETEROPHILIC_CELL_ADHESION
0.0000188762	0.1655	0.4926	MODULE_130
0.0001850755	0.1640	0.4434	WEBER_METHYLATED_ICP_IN_FIBROBLAST
0.0000000000	0.1587	0.2322	REACTOME_SIGNALING_BY_GPCR
0.0153442040	0.1579	0.2359	chr11q21
0.0000024403	0.1549	0.4280	chr9p22
0.0000000011	0.1514	0.2765	WAMUNYOKOLI_OVARIAN_CANCER_GRADES_1_2_UP
0.0003577155	0.1492	0.2911	chr7q34
0.0003372451	0.1489	0.2357	chr1q25
0.0015324074	0.1485	0.2185	CAR_HPX
0.0000009706	0.1475	0.1941	chr21q22
0.0026689732	0.1444	0.2222	chr11p11
0.0000417540	0.1386	0.4113	REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION
0.0060358995	0.1364	0.2238	chr9q31
0.0000287279	0.1349	0.4741	SEKI_INFLAMMATORY_RESPONSE_LPS_DN
0.0014864194	0.1316	0.3179	KEGG_REGULATION_OF_AUTOPHAGY
0.0021322133	0.1267	0.3191	MODULE_489
0.0010387299	0.1255	0.3516	REACTOME_COMPLEMENT_CASCADE
0.0058928008	0.1252	0.4235	REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS
0.0000103048	0.1249	0.4434	HEMATOPOIETIN_INTERFERON_CLASSD200_DOMAIN_CYTOKINE_RECEPTOR_BINDING
0.0154514889	0.1233	0.2144	CROMER_TUMORIGENESIS_DN
0.0044002394	0.1202	0.1792	chr1q23
0.0027593427	0.1199	0.1435	chr11q12
0.0009060878	0.1190	0.1842	DOANE_BREAST_CANCER_ESR1_UP
0.0093776753	0.1185	0.3831	NIKOLSKY_BREAST_CANCER_22Q13_AMPLICON
0.0045288510	0.1172	0.2273	CAR_IGFBP1
0.0000477089	0.1166	0.5486	REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_ACTIVITY_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS
0.0014399647	0.1163	0.2811	LANDIS_BREAST_CANCER_PROGRESSION_UP
0.0000000002	0.1151	0.2912	SABATES_COLORECTAL_ADENOMA_UP
0.0084809120	0.1143	0.3214	LEE_DOUBLE_POLAR_THYMOCYTE
