pValue	topAUC	KSstat	GSname
0.0000000001	0.9209	0.9768	MODULE_293
0.0000000000	0.9105	0.9180	MOSERLE_IFNA_RESPONSE
0.0000000000	0.8772	0.8977	BOWIE_RESPONSE_TO_TAMOXIFEN
0.0000000002	0.8388	0.8999	MODULE_143
0.0000000000	0.8295	0.8685	BOWIE_RESPONSE_TO_EXTRACELLULAR_MATRIX
0.0000002981	0.8228	0.8598	REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY
0.0000000000	0.8125	0.8324	ZHANG_INTERFERON_RESPONSE
0.0000000000	0.7799	0.8112	BROWNE_INTERFERON_RESPONSIVE_GENES
0.0000000000	0.7029	0.7188	UROSEVIC_RESPONSE_TO_IMIQUIMOD
0.0000290316	0.6868	0.7562	ISHIKAWA_STING_SIGNALING
0.0000000000	0.6646	0.6722	SANA_RESPONSE_TO_IFNG_UP
0.0000000000	0.6605	0.6777	KIM_LRRC3B_TARGETS
0.0000000000	0.6528	0.6751	EINAV_INTERFERON_SIGNATURE_IN_CANCER
0.0000001549	0.6337	0.7566	REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE
0.0000000050	0.6326	0.7340	REACTOME_PD1_SIGNALING
0.0000021254	0.6324	0.6350	GRANDVAUX_IRF3_TARGETS_UP
0.0000045633	0.6318	0.6380	ROETH_TERT_TARGETS_UP
0.0000000000	0.6296	0.6581	KEGG_ALLOGRAFT_REJECTION
0.0000000000	0.6270	0.6731	KEGG_GRAFT_VERSUS_HOST_DISEASE
0.0000004514	0.6253	0.6857	GRANDVAUX_IFN_RESPONSE_NOT_VIA_IRF3
0.0000000000	0.6139	0.6258	DAUER_STAT3_TARGETS_DN
0.0000000001	0.6110	0.6201	BENNETT_SYSTEMIC_LUPUS_ERYTHEMATOSUS
0.0000000000	0.6044	0.6429	FARMER_BREAST_CANCER_CLUSTER_1
0.0000000000	0.5602	0.5802	KEGG_TYPE_I_DIABETES_MELLITUS
0.0000013841	0.5590	0.6438	REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS
0.0000000000	0.5467	0.5989	REACTOME_INTERFERON_GAMMA_SIGNALING
0.0000002294	0.5464	0.5711	YAN_ESCAPE_FROM_ANOIKIS
0.0000045442	0.5453	0.6381	WATANABE_ULCERATIVE_COLITIS_WITH_CANCER_DN
0.0000000000	0.5399	0.5900	BOSCO_INTERFERON_INDUCED_ANTIVIRAL_MODULE
0.0000000000	0.5318	0.6627	GNF2_CD48
0.0000000000	0.5235	0.5728	WIELAND_UP_BY_HBV_INFECTION
0.0000736088	0.5176	0.5912	BIOCARTA_CTL_PATHWAY
0.0000318834	0.5096	0.5159	MAHADEVAN_RESPONSE_TO_MP470_UP
0.0000002290	0.5033	0.6104	NIELSEN_SYNOVIAL_SARCOMA_DN
0.0000000000	0.5022	0.6312	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING
0.0002739012	0.4992	0.5546	LUI_THYROID_CANCER_CLUSTER_4
0.0000000000	0.4809	0.4765	RADAEVA_RESPONSE_TO_IFNA1_UP
0.0000000000	0.4710	0.4638	DER_IFN_ALPHA_RESPONSE_UP
0.0108611567	0.4648	0.4852	BUDHU_LIVER_CANCER_METASTASIS_UP
0.0000000861	0.4643	0.4620	KRASNOSELSKAYA_ILF3_TARGETS_UP
0.0000000001	0.4614	0.4977	ZHU_CMV_8_HR_UP
0.0009314565	0.4588	0.5366	RUAN_RESPONSE_TO_TNF_UP
0.0000000000	0.4508	0.4736	GAURNIER_PSMD4_TARGETS
0.0000000000	0.4496	0.4522	SANA_TNF_SIGNALING_UP
0.0048290868	0.4484	0.4605	TSAI_DNAJB4_TARGETS_UP
0.0012842105	0.4479	0.5258	CHAN_INTERFERON_PRODUCING_DENDRITIC_CELL
0.0000000000	0.4427	0.4613	ICHIBA_GRAFT_VERSUS_HOST_DISEASE_D7_UP
0.0000000000	0.4387	0.5463	GNF2_CD53
0.0000000002	0.4368	0.4452	WUNDER_INFLAMMATORY_RESPONSE_AND_CHOLESTEROL_UP
0.0008361673	0.4258	0.5031	REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY
