pValue	topAUC	KSstat	GSname
0.0000000000	0.8173	0.8860	FINETTI_BREAST_CANCER_KINOME_RED
0.0000000000	0.8088	0.8571	EGUCHI_CELL_CYCLE_RB1_TARGETS
0.0000000000	0.7362	0.8198	GNF2_CKS2
0.0000000000	0.7358	0.8045	GNF2_TTK
0.0000000000	0.7307	0.7968	GNF2_FEN1
0.0000000000	0.7268	0.7901	GNF2_HMMR
0.0000000000	0.7254	0.8434	FARMER_BREAST_CANCER_CLUSTER_2
0.0000000000	0.7039	0.7675	GNF2_MKI67
0.0000000000	0.6957	0.7734	GNF2_CCNB2
0.0000000000	0.6917	0.7616	GNF2_PCNA
0.0000000000	0.6900	0.7317	GNF2_SMC2L1
0.0000000000	0.6837	0.7546	GNF2_RRM2
0.0000000000	0.6659	0.7266	GNF2_CENPF
0.0000000000	0.6657	0.7622	GNF2_SMC4L1
0.0000000000	0.6645	0.7532	GNF2_CDC20
0.0000000407	0.6625	0.7757	MONTERO_THYROID_CANCER_POOR_SURVIVAL_UP
0.0000000000	0.6622	0.7252	GNF2_CCNA2
0.0000000000	0.6530	0.7541	GNF2_RRM1
0.0000000000	0.6521	0.7472	GNF2_H2AFX
0.0000000000	0.6520	0.7235	GNF2_CDC2
0.0000000000	0.6426	0.6918	GNF2_MCM4
0.0000000000	0.6382	0.7090	ZHAN_MULTIPLE_MYELOMA_PR_UP
0.0000000000	0.6367	0.6841	GNF2_CENPE
0.0000000000	0.6329	0.7360	GNF2_RFC3
0.0000000000	0.6270	0.6860	KANG_DOXORUBICIN_RESISTANCE_UP
0.0000000000	0.6233	0.7300	GNF2_RFC4
0.0000000000	0.6147	0.6980	GNF2_ESPL1
0.0000003076	0.6134	0.7649	KALMA_E2F1_TARGETS
0.0000000000	0.6092	0.6976	YU_MYC_TARGETS_UP
0.0000000000	0.6036	0.7311	KAUFFMANN_MELANOMA_RELAPSE_UP
0.0000000707	0.5927	0.8741	KUMAMOTO_RESPONSE_TO_NUTLIN_3A_DN
0.0000000000	0.5891	0.7061	GNF2_BUB1B
0.0000000000	0.5797	0.6511	ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER
0.0000000000	0.5776	0.7834	GNF2_MSH2
0.0000000000	0.5772	0.7106	KAMMINGA_EZH2_TARGETS
0.0000000000	0.5744	0.6726	WHITFIELD_CELL_CYCLE_LITERATURE
0.0000000000	0.5678	0.6061	GRAHAM_NORMAL_QUIESCENT_VS_NORMAL_DIVIDING_DN
0.0000000000	0.5660	0.6430	ISHIDA_E2F_TARGETS
0.0000000000	0.5631	0.7613	GNF2_CKS1B
0.0000000003	0.5620	0.6386	REICHERT_MITOSIS_LIN9_TARGETS
0.0000000000	0.5619	0.6847	ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_6HR
0.0000000000	0.5617	0.6121	ZHANG_TLX_TARGETS_UP
0.0002717831	0.5566	0.5983	LIANG_SILENCED_BY_METHYLATION_DN
0.0000014544	0.5473	0.6837	MIPS_CENP_A_NAC_CAD_COMPLEX
0.0000000073	0.5471	0.7479	MODULE_315
0.0000000832	0.5443	0.8179	SEMBA_FHIT_TARGETS_DN
0.0000000000	0.5442	0.6110	WU_APOPTOSIS_BY_CDKN1A_VIA_TP53
0.0000000000	0.5420	0.6596	SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_UP
0.0000000002	0.5412	0.6498	GNF2_BUB1
0.0000386666	0.5378	0.7128	MIPS_TFIIH_TRANSCRIPTION_FACTOR_COMPLEX
